source_organisation,dataset,period,sheet_name,column_position,original_column_name,inferred_role,example_value,notes
NBS,NBS PMS (Petrol) Price Watch,2025-04,Fuel April 2025,1,State,geography,Abia, | detected as the geography column
NBS,NBS PMS (Petrol) Price Watch,2025-04,Fuel April 2025,2,2024-04-01 00:00:00,date,706,
NBS,NBS PMS (Petrol) Price Watch,2025-04,Fuel April 2025,3,2025-03-01 00:00:00,date,1305,
NBS,NBS PMS (Petrol) Price Watch,2025-04,Fuel April 2025,4,2025-04-01 00:00:00,date,1227.1512500000001,
NBS,NBS PMS (Petrol) Price Watch,2025-04,Fuel April 2025,5,,unknown,,blank header cell
NBS,NBS PMS (Petrol) Price Watch,2025-04,Fuel April 2025,6,Zone,geography,South East,
NBS,NBS PMS (Petrol) Price Watch,2025-04,Fuel April 2025,7,Average Price,price,1341.7088963150181,
NBS,NBS PMS (Petrol) Price Watch,2025-04,Fuel April 2025,8,,unknown,,blank header cell
NBS,NBS PMS (Petrol) Price Watch,2025-04,Fuel April 2025,9,,unknown,,blank header cell
NBS,NBS PMS (Petrol) Price Watch,2025-04,Fuel April 2025,10,,unknown,,blank header cell
NBS,NBS PMS (Petrol) Price Watch,2025-05,Fuel May 2025,1,State,geography,Abia, | detected as the geography column
NBS,NBS PMS (Petrol) Price Watch,2025-05,Fuel May 2025,2,2024-05-01 00:00:00,date,770,
NBS,NBS PMS (Petrol) Price Watch,2025-05,Fuel May 2025,3,2025-04-01 00:00:00,date,1227.1512500000001,
NBS,NBS PMS (Petrol) Price Watch,2025-05,Fuel May 2025,4,2025-05-01 00:00:00,date,1059.0165,
NBS,NBS PMS (Petrol) Price Watch,2025-05,Fuel May 2025,5,,unknown,,blank header cell
NBS,NBS PMS (Petrol) Price Watch,2025-05,Fuel May 2025,6,Zone,geography,South East,
NBS,NBS PMS (Petrol) Price Watch,2025-05,Fuel May 2025,7,Average Price,price,1049.1546758857144,
NBS,NBS PMS (Petrol) Price Watch,2025-05,Fuel May 2025,8,,unknown,,blank header cell
NBS,NBS PMS (Petrol) Price Watch,2025-05,Fuel May 2025,9,,unknown,,blank header cell
NBS,NBS PMS (Petrol) Price Watch,2025-05,Fuel May 2025,10,,unknown,,blank header cell
NBS,NBS PMS (Petrol) Price Watch,2025-03,Fuel March 2025,1,State,geography,Abia, | detected as the geography column
NBS,NBS PMS (Petrol) Price Watch,2025-03,Fuel March 2025,2,2024-03-01 00:00:00,date,710.833333333333,
NBS,NBS PMS (Petrol) Price Watch,2025-03,Fuel March 2025,3,2025-02-01 00:00:00,date,1272,
NBS,NBS PMS (Petrol) Price Watch,2025-03,Fuel March 2025,4,2025-03-01 00:00:00,date,1305,
NBS,NBS PMS (Petrol) Price Watch,2025-03,Fuel March 2025,5,,unknown,,blank header cell
NBS,NBS PMS (Petrol) Price Watch,2025-03,Fuel March 2025,6,Zone,geography,South East,
NBS,NBS PMS (Petrol) Price Watch,2025-03,Fuel March 2025,7,Average Price,price,1331.59056666667,
NBS,NBS PMS (Petrol) Price Watch,2025-03,Fuel March 2025,8,,unknown,,blank header cell
NBS,NBS PMS (Petrol) Price Watch,2025-03,Fuel March 2025,9,,unknown,,blank header cell
NBS,NBS PMS (Petrol) Price Watch,2025-03,Fuel March 2025,10,,unknown,,blank header cell
NBS,NBS PMS (Petrol) Price Watch,2025-10,PMS_OCT_2025,1,State,geography,Abia, | detected as the geography column
NBS,NBS PMS (Petrol) Price Watch,2025-10,PMS_OCT_2025,2,2024-10-01 00:00:00,date,1278.125,
NBS,NBS PMS (Petrol) Price Watch,2025-10,PMS_OCT_2025,3,2025-09-01 00:00:00,date,1000.25,
NBS,NBS PMS (Petrol) Price Watch,2025-10,PMS_OCT_2025,4,2025-10-01 00:00:00,date,1012.5,
NBS,NBS PMS (Petrol) Price Watch,2025-10,PMS_OCT_2025,5,,unknown,,blank header cell
NBS,NBS PMS (Petrol) Price Watch,2025-10,PMS_OCT_2025,6,Zone,geography,South East,
NBS,NBS PMS (Petrol) Price Watch,2025-10,PMS_OCT_2025,7,Average Price,price,1047.1551516190477,
NBS,NBS PMS (Petrol) Price Watch,2025-10,PMS_OCT_2025,8,,unknown,,blank header cell
NBS,NBS PMS (Petrol) Price Watch,2026-04,Fuel APRIL 2026,1,State,geography,Abia, | detected as the geography column
NBS,NBS PMS (Petrol) Price Watch,2026-04,Fuel APRIL 2026,2,2025-04-01 00:00:00,date,1227.15125,
NBS,NBS PMS (Petrol) Price Watch,2026-04,Fuel APRIL 2026,3,2026-03-01 00:00:00,date,1247.83832127814,
NBS,NBS PMS (Petrol) Price Watch,2026-04,Fuel APRIL 2026,4,2026-04-01 00:00:00,date,1557.39273955503,
NBS,NBS PMS (Petrol) Price Watch,2026-04,Fuel APRIL 2026,5,,unknown,,blank header cell
NBS,NBS PMS (Petrol) Price Watch,2026-04,Fuel APRIL 2026,6,Zone,geography,South East,
NBS,NBS PMS (Petrol) Price Watch,2026-04,Fuel APRIL 2026,7,Average Price,price,1522.77291783771,
NBS,NBS PMS (Petrol) Price Watch,2026-04,Fuel APRIL 2026,8,,unknown,,blank header cell
NBS,NBS PMS (Petrol) Price Watch,2026-04,Fuel APRIL 2026,9,,unknown,,blank header cell
NBS,NBS PMS (Petrol) Price Watch,2026-04,Fuel APRIL 2026,10,,unknown,,blank header cell
NBS,NBS PMS (Petrol) Price Watch,2025-12,Fuel December 2025,1,State,geography,Abia, | detected as the geography column
NBS,NBS PMS (Petrol) Price Watch,2025-12,Fuel December 2025,2,2024-12-01 00:00:00,date,1224.671875,
NBS,NBS PMS (Petrol) Price Watch,2025-12,Fuel December 2025,3,2025-11-01 00:00:00,date,1040.4225000000001,
NBS,NBS PMS (Petrol) Price Watch,2025-12,Fuel December 2025,4,2025-12-01 00:00:00,date,1032.1181125000003,
NBS,NBS PMS (Petrol) Price Watch,2025-12,Fuel December 2025,5,,unknown,,blank header cell
NBS,NBS PMS (Petrol) Price Watch,2025-12,Fuel December 2025,6,Zone,geography,South East,
NBS,NBS PMS (Petrol) Price Watch,2025-12,Fuel December 2025,7,Average Price,price,1049.2567838414284,
NBS,NBS PMS (Petrol) Price Watch,2025-12,Fuel December 2025,8,,unknown,,blank header cell
NBS,NBS PMS (Petrol) Price Watch,2025-12,Fuel December 2025,9,,unknown,,blank header cell
NBS,NBS PMS (Petrol) Price Watch,2025-12,Fuel December 2025,10,,unknown,,blank header cell
NBS,NBS PMS (Petrol) Price Watch,2025-02,Fuel February 2025,1,State,geography,Abia, | detected as the geography column
NBS,NBS PMS (Petrol) Price Watch,2025-02,Fuel February 2025,2,2024-02-01 00:00:00,date,688.62,
NBS,NBS PMS (Petrol) Price Watch,2025-02,Fuel February 2025,3,2025-01-01 00:00:00,date,1308.2604734,
NBS,NBS PMS (Petrol) Price Watch,2025-02,Fuel February 2025,4,2025-02-01 00:00:00,date,1272,
NBS,NBS PMS (Petrol) Price Watch,2025-02,Fuel February 2025,5,,unknown,,blank header cell
NBS,NBS PMS (Petrol) Price Watch,2025-02,Fuel February 2025,6,Zone,geography,South East,
NBS,NBS PMS (Petrol) Price Watch,2025-02,Fuel February 2025,7,Average Price,price,1286.73333333333,
NBS,NBS PMS (Petrol) Price Watch,2025-02,Fuel February 2025,8,,unknown,,blank header cell
NBS,NBS PMS (Petrol) Price Watch,2025-02,Fuel February 2025,9,,unknown,,blank header cell
NBS,NBS PMS (Petrol) Price Watch,2025-02,Fuel February 2025,10,,unknown,,blank header cell
NBS,NBS PMS (Petrol) Price Watch,2025-01,Fuel January 2025,1,State,geography,Abia, | detected as the geography column
NBS,NBS PMS (Petrol) Price Watch,2025-01,Fuel January 2025,2,2024-01-01 00:00:00,date,687.5,
NBS,NBS PMS (Petrol) Price Watch,2025-01,Fuel January 2025,3,2024-12-01 00:00:00,date,1224.671875,
NBS,NBS PMS (Petrol) Price Watch,2025-01,Fuel January 2025,4,2025-01-01 00:00:00,date,1308.2604734,
NBS,NBS PMS (Petrol) Price Watch,2025-01,Fuel January 2025,5,,unknown,,blank header cell
NBS,NBS PMS (Petrol) Price Watch,2025-01,Fuel January 2025,6,Zone,geography,South East,
NBS,NBS PMS (Petrol) Price Watch,2025-01,Fuel January 2025,7,Average Price,price,1284.32,
NBS,NBS PMS (Petrol) Price Watch,2025-01,Fuel January 2025,8,,unknown,,blank header cell
NBS,NBS PMS (Petrol) Price Watch,2025-01,Fuel January 2025,9,,unknown,,blank header cell
NBS,NBS PMS (Petrol) Price Watch,2025-01,Fuel January 2025,10,,unknown,,blank header cell
NBS,NBS PMS (Petrol) Price Watch,2025-01,Fuel January 2025,11,,unknown,,blank header cell
NBS,NBS PMS (Petrol) Price Watch,2025-11,Fuel November 2025,1,State,geography,Abia, | detected as the geography column
NBS,NBS PMS (Petrol) Price Watch,2025-11,Fuel November 2025,2,2024-11-01 00:00:00,date,1260.65625,
NBS,NBS PMS (Petrol) Price Watch,2025-11,Fuel November 2025,3,2025-10-01 00:00:00,date,1012.5,
NBS,NBS PMS (Petrol) Price Watch,2025-11,Fuel November 2025,4,2025-11-01 00:00:00,date,1040.4225000000001,
NBS,NBS PMS (Petrol) Price Watch,2025-11,Fuel November 2025,5,,unknown,,blank header cell
NBS,NBS PMS (Petrol) Price Watch,2025-11,Fuel November 2025,6,Zone,geography,South East,
NBS,NBS PMS (Petrol) Price Watch,2025-11,Fuel November 2025,7,Average Price,price,1059.1077497142855,
NBS,NBS PMS (Petrol) Price Watch,2025-11,Fuel November 2025,8,,unknown,,blank header cell
NBS,NBS PMS (Petrol) Price Watch,2025-11,Fuel November 2025,9,,unknown,,blank header cell
NBS,NBS PMS (Petrol) Price Watch,2025-11,Fuel November 2025,10,,unknown,,blank header cell
NBS,NBS PMS (Petrol) Price Watch,2025-09,PMS SEPTEMBER 2025,1,State,geography,Abia, | detected as the geography column
NBS,NBS PMS (Petrol) Price Watch,2025-09,PMS SEPTEMBER 2025,2,2024-09-01 00:00:00,date,1009,
NBS,NBS PMS (Petrol) Price Watch,2025-09,PMS SEPTEMBER 2025,3,2025-08-01 00:00:00,date,975,
NBS,NBS PMS (Petrol) Price Watch,2025-09,PMS SEPTEMBER 2025,4,2025-09-01 00:00:00,date,1000.25,
NBS,NBS PMS (Petrol) Price Watch,2025-09,PMS SEPTEMBER 2025,5,,unknown,,blank header cell
NBS,NBS PMS (Petrol) Price Watch,2025-09,PMS SEPTEMBER 2025,6,Zone,geography,South East,
NBS,NBS PMS (Petrol) Price Watch,2025-09,PMS SEPTEMBER 2025,7,Average Price,price,1006.3384154135083,
NBS,NBS PMS (Petrol) Price Watch,2025-09,PMS SEPTEMBER 2025,8,,unknown,,blank header cell
NBS,NBS PMS (Petrol) Price Watch,2025-09,PMS SEPTEMBER 2025,9,,unknown,,blank header cell
NBS,NBS PMS (Petrol) Price Watch,2025-09,PMS SEPTEMBER 2025,10,,unknown,,blank header cell
NBS,NBS PMS (Petrol) Price Watch,2025-08,PMS AUGUST 2025,1,State,geography,Abia, | detected as the geography column
NBS,NBS PMS (Petrol) Price Watch,2025-08,PMS AUGUST 2025,2,2024-08-01 00:00:00,date,887.7230788010818,
NBS,NBS PMS (Petrol) Price Watch,2025-08,PMS AUGUST 2025,3,2025-07-01 00:00:00,date,1025.75,
NBS,NBS PMS (Petrol) Price Watch,2025-08,PMS AUGUST 2025,4,2025-08-01 00:00:00,date,975,
NBS,NBS PMS (Petrol) Price Watch,2025-08,PMS AUGUST 2025,5,,unknown,,blank header cell
NBS,NBS PMS (Petrol) Price Watch,2025-08,PMS AUGUST 2025,6,Zone,geography,South East,
NBS,NBS PMS (Petrol) Price Watch,2025-08,PMS AUGUST 2025,7,Average Price,price,1024.725971567648,
NBS,NBS PMS (Petrol) Price Watch,2025-08,PMS AUGUST 2025,8,,unknown,,blank header cell
NBS,NBS PMS (Petrol) Price Watch,2025-08,PMS AUGUST 2025,9,,unknown,,blank header cell
NBS,NBS PMS (Petrol) Price Watch,2025-08,PMS AUGUST 2025,10,,unknown,,blank header cell
NBS,NBS PMS (Petrol) Price Watch,2026-02,Fuel FEBRUARY 2026,1,State,geography,Abia, | detected as the geography column
NBS,NBS PMS (Petrol) Price Watch,2026-02,Fuel FEBRUARY 2026,2,2025-02-01 00:00:00,date,1272,
NBS,NBS PMS (Petrol) Price Watch,2026-02,Fuel FEBRUARY 2026,3,2026-01-01 00:00:00,date,1054.25,
NBS,NBS PMS (Petrol) Price Watch,2026-02,Fuel FEBRUARY 2026,4,2026-02-01 00:00:00,date,1095.1941456475688,
NBS,NBS PMS (Petrol) Price Watch,2026-02,Fuel FEBRUARY 2026,5,,unknown,,blank header cell
NBS,NBS PMS (Petrol) Price Watch,2026-02,Fuel FEBRUARY 2026,6,Zone,geography,South East,
NBS,NBS PMS (Petrol) Price Watch,2026-02,Fuel FEBRUARY 2026,7,Average Price,price,1058.7482499138364,
NBS,NBS PMS (Petrol) Price Watch,2026-02,Fuel FEBRUARY 2026,8,,unknown,,blank header cell
NBS,NBS PMS (Petrol) Price Watch,2026-02,Fuel FEBRUARY 2026,9,,unknown,,blank header cell
NBS,NBS PMS (Petrol) Price Watch,2026-02,Fuel FEBRUARY 2026,10,,unknown,,blank header cell
NBS,NBS PMS (Petrol) Price Watch,2025-01,Sheet1,1,State,geography,Abia, | detected as the geography column
NBS,NBS PMS (Petrol) Price Watch,2025-01,Sheet1,2,2025-01-01 00:00:00,date,1308.2604734,
NBS,NBS PMS (Petrol) Price Watch,2025-01,Sheet1,3,2025-12-01 00:00:00,date,1032.1181125000003,
NBS,NBS PMS (Petrol) Price Watch,2025-01,Sheet1,4,2026-01-01 00:00:00,date,1054.25,
NBS,NBS PMS (Petrol) Price Watch,2025-01,Sheet1,5,,unknown,,blank header cell
NBS,NBS PMS (Petrol) Price Watch,2025-01,Sheet1,6,,unknown,,blank header cell
NBS,NBS PMS (Petrol) Price Watch,2025-01,Sheet1,7,,unknown,,blank header cell
NBS,NBS PMS (Petrol) Price Watch,2025-01,Sheet1,8,,unknown,,blank header cell
NBS,NBS PMS (Petrol) Price Watch,2025-07,Fuel JULY 2025,1,State,geography,Abia, | detected as the geography column
NBS,NBS PMS (Petrol) Price Watch,2025-07,Fuel JULY 2025,2,2024-07-01 00:00:00,date,797.4205860811121,
NBS,NBS PMS (Petrol) Price Watch,2025-07,Fuel JULY 2025,3,2025-06-01 00:00:00,date,1041.28375,
NBS,NBS PMS (Petrol) Price Watch,2025-07,Fuel JULY 2025,4,2025-07-01 00:00:00,date,1025.75,
NBS,NBS PMS (Petrol) Price Watch,2025-07,Fuel JULY 2025,5,,unknown,,blank header cell
NBS,NBS PMS (Petrol) Price Watch,2025-07,Fuel JULY 2025,6,Zone,geography,South East,
NBS,NBS PMS (Petrol) Price Watch,2025-07,Fuel JULY 2025,7,Average Price,price,1025.7376793142857,
NBS,NBS PMS (Petrol) Price Watch,2025-07,Fuel JULY 2025,8,,unknown,,blank header cell
NBS,NBS PMS (Petrol) Price Watch,2025-07,Fuel JULY 2025,9,,unknown,MAX,blank header cell
NBS,NBS PMS (Petrol) Price Watch,2025-07,Fuel JULY 2025,10,,unknown,1035.848291695879,blank header cell
NBS,NBS PMS (Petrol) Price Watch,2025-06,Fuel June 2025,1,State,geography,Abia, | detected as the geography column
NBS,NBS PMS (Petrol) Price Watch,2025-06,Fuel June 2025,2,2024-06-01 00:00:00,date,794.9090909090909,
NBS,NBS PMS (Petrol) Price Watch,2025-06,Fuel June 2025,3,2025-05-01 00:00:00,date,1059.0165,
NBS,NBS PMS (Petrol) Price Watch,2025-06,Fuel June 2025,4,2025-06-01 00:00:00,date,1041.28375,
NBS,NBS PMS (Petrol) Price Watch,2025-06,Fuel June 2025,5,,unknown,,blank header cell
NBS,NBS PMS (Petrol) Price Watch,2025-06,Fuel June 2025,6,Zone,geography,South East,
NBS,NBS PMS (Petrol) Price Watch,2025-06,Fuel June 2025,7,Average Price,price,1043.1777626476191,
