source_organisation,dataset,release_or_sample,period,container_type,spreadsheet_present,pdf_present,sheet_name,rows_estimate,columns_estimate,header_row_estimate,geography_field,date_or_period_field,measure_fields,layout_type,structural_notes
NBS,NBS Consumer Price Index and Inflation,cpi_1New_June25.xlsx :: cpi_1New_June25.xlsx,2025-06,XLSX,YES,NO,Table1,11,23,4,,Monthly,Monthly | 12-Month Average | 12-Month average change (%) | Monthly | 12-Month Average | 12-Month average change (%) | Monthly | 12-Month Average,UNKNOWN,"3 title/metadata row(s) above the header: ""Table 1 Composite Consumer Price Index (Base September 1985 = 100)"""
NBS,NBS Consumer Price Index and Inflation,cpi_1New_June25.xlsx :: cpi_1New_June25.xlsx,2025-06,XLSX,YES,NO,Table2,9,30,2,,Month-on (%),All Items | All Items less Farm Produce. | All Items less Farm Produce. and Energy | Imported Food | Food | FARM PRODUCE | ENERGY | SERVICES,UNKNOWN,"1 title/metadata row(s) above the header: ""Table 2 Composite Consumer Price Index (Base Year 2024 = 100)"""
NBS,NBS Consumer Price Index and Inflation,cpi_1New_June25.xlsx :: cpi_1New_June25.xlsx,2025-06,XLSX,YES,NO,Table3,9,31,2,,Month-on (%),All Items | All Items less Farm Produce. | All Items less Farm Produce. and Energy | Imported Food | Food | FARM PRODUCE | ENERGY | SERVICES,UNKNOWN,"1 title/metadata row(s) above the header: ""Table 3 Urban Consumer Price Index  (Base: Year 2024 = 100)"""
NBS,NBS Consumer Price Index and Inflation,cpi_1New_June25.xlsx :: cpi_1New_June25.xlsx,2025-06,XLSX,YES,NO,Table4,10,34,2,,Month-on (%),All Items | All Items less Farm Produce. | All Items less Farm Produce. and Energy | Imported Food | Food | FARM PRODUCE | ENERGY | SERVICES,UNKNOWN,"1 title/metadata row(s) above the header: ""Table 4 Rural Consumer Price Index (Base: Year 2024 = 100)"""
NBS,NBS Consumer Price Index and Inflation,cpi_1New_June25.xlsx :: cpi_1New_June25.xlsx,2025-06,XLSX,YES,NO,Table-5,42,12,4,State,,Food | All Items | Food | All Items | Food | All Items | Food | All Items,UNKNOWN,"3 title/metadata row(s) above the header: ""Table 5 Combined Urban And Rural State Consumer Price Index"""
NBS,NBS Consumer Price Index and Inflation,cpi_1New_Mar25.xlsx :: cpi_1New_Mar25.xlsx,2025-03,XLSX,YES,NO,Table1,8,23,4,,Monthly,Monthly | 12-Month Average | 12-Month average change (%) | Monthly | 12-Month Average | 12-Month average change (%) | Monthly | 12-Month Average,UNKNOWN,"3 title/metadata row(s) above the header: ""Table 1 Composite Consumer Price Index (Base September 1985 = 100)"""
NBS,NBS Consumer Price Index and Inflation,cpi_1New_Mar25.xlsx :: cpi_1New_Mar25.xlsx,2025-03,XLSX,YES,NO,Table2,6,30,2,,Month-on (%),All Items | All Items less Farm Produce. | All Items less Farm Produce. and Energy | Imported Food | Food | FARM PRODUCE | ENERGY | SERVICES,UNKNOWN,"1 title/metadata row(s) above the header: ""Table 2 Composite Consumer Price Index (Base Year 2024 = 100)"""
NBS,NBS Consumer Price Index and Inflation,cpi_1New_Mar25.xlsx :: cpi_1New_Mar25.xlsx,2025-03,XLSX,YES,NO,Table3,6,31,2,,Month-on (%),All Items | All Items less Farm Produce. | All Items less Farm Produce. and Energy | Imported Food | Food | FARM PRODUCE | ENERGY | SERVICES,UNKNOWN,"1 title/metadata row(s) above the header: ""Table 3 Urban Consumer Price Index  (Base: Year 2024 = 100)"""
NBS,NBS Consumer Price Index and Inflation,cpi_1New_Mar25.xlsx :: cpi_1New_Mar25.xlsx,2025-03,XLSX,YES,NO,Table4,7,34,2,,Month-on (%),All Items | All Items less Farm Produce. | All Items less Farm Produce. and Energy | Imported Food | Food | FARM PRODUCE | ENERGY | SERVICES,UNKNOWN,"1 title/metadata row(s) above the header: ""Table 4 Rural Consumer Price Index (Base: Year 2024 = 100)"""
NBS,NBS Consumer Price Index and Inflation,cpi_1New_Mar25.xlsx :: cpi_1New_Mar25.xlsx,2025-03,XLSX,YES,NO,Table-5,42,12,4,State,,Food | All Items | Food | All Items | Food | All Items | Food | All Items,UNKNOWN,"3 title/metadata row(s) above the header: ""Table 5 Combined Urban And Rural State Consumer Price Index"""
NBS,NBS Consumer Price Index and Inflation,cpi_1New_May25.xlsx :: cpi_1New_May25.xlsx,2025-05,XLSX,YES,NO,Table1,10,23,4,,Monthly,Monthly | 12-Month Average | 12-Month average change (%) | Monthly | 12-Month Average | 12-Month average change (%) | Monthly | 12-Month Average,UNKNOWN,"3 title/metadata row(s) above the header: ""Table 1 Composite Consumer Price Index (Base September 1985 = 100)"""
NBS,NBS Consumer Price Index and Inflation,cpi_1New_May25.xlsx :: cpi_1New_May25.xlsx,2025-05,XLSX,YES,NO,Table2,8,30,2,,Month-on (%),All Items | All Items less Farm Produce. | All Items less Farm Produce. and Energy | Imported Food | Food | FARM PRODUCE | ENERGY | SERVICES,UNKNOWN,"1 title/metadata row(s) above the header: ""Table 2 Composite Consumer Price Index (Base Year 2024 = 100)"""
NBS,NBS Consumer Price Index and Inflation,cpi_1New_May25.xlsx :: cpi_1New_May25.xlsx,2025-05,XLSX,YES,NO,Table3,8,31,2,,Month-on (%),All Items | All Items less Farm Produce. | All Items less Farm Produce. and Energy | Imported Food | Food | FARM PRODUCE | ENERGY | SERVICES,UNKNOWN,"1 title/metadata row(s) above the header: ""Table 3 Urban Consumer Price Index  (Base: Year 2024 = 100)"""
NBS,NBS Consumer Price Index and Inflation,cpi_1New_May25.xlsx :: cpi_1New_May25.xlsx,2025-05,XLSX,YES,NO,Table4,9,34,2,,Month-on (%),All Items | All Items less Farm Produce. | All Items less Farm Produce. and Energy | Imported Food | Food | FARM PRODUCE | ENERGY | SERVICES,UNKNOWN,"1 title/metadata row(s) above the header: ""Table 4 Rural Consumer Price Index (Base: Year 2024 = 100)"""
NBS,NBS Consumer Price Index and Inflation,cpi_1New_May25.xlsx :: cpi_1New_May25.xlsx,2025-05,XLSX,YES,NO,Table-5,42,12,4,State,,Food | All Items | Food | All Items | Food | All Items | Food | All Items,UNKNOWN,"3 title/metadata row(s) above the header: ""Table 5 Combined Urban And Rural State Consumer Price Index"""
CBN,CBN NFEM Daily Exchange Rate (NGN/US$),cbn_api_GetAllNFEM_Rates_snapshot_20260913T120305Z.json,2024-12..2026-09,JSON,NO,NO,,445,11,,"NONE - national daily market rate, no state dimension",ratedate,NFEM Rate | Highest | Lowest | Closing | Simple Average | turnovers | deal counts,LONG,"OFFICIAL RAW API RESPONSE - primary source of record; 445 records spanning 2024-12-02 to 2026-09-11; 6 duplicate rate dates (identical values, different id). Missing-value counts depend on the project window: under the current 2026-09-13 cutoff there are 425 in-window records, 300 with empty turnover/interbank deal fields and 298 with a literal 0 noOfDeals (the figures 300 of 352 and 297 quoted elsewhere belong to the earlier 2026-05-31 window)"
CBN,CBN NFEM Daily Exchange Rate (NGN/US$),cbn_nfem_rates_2025-01-01_to_2026-05-31_EXTRACTED-FROM-CBN-WEBPAGE.csv,2025-01..2026-05,CSV,NO,NO,,352,10,1,"NONE - national daily market rate, no state dimension",Date,NFEM Rate | Highest | Lowest | Closing | Simple Average | turnovers | deal counts,LONG,"EXTRACTED CSV derived from the JSON - NOT an original CBN download; 6 duplicate rate dates (identical values, different id); turnover/deal fields empty for 300 of 352 in-window rows; noOfDeals literal 0 in 297 rows"
CBN,CBN NFEM Daily Exchange Rate (NGN/US$),cbn_ExchRateByCurrency_page_snapshot_20260913T120305Z.html,2024-12..2026-09,HTML,NO,NO,,,,,"NONE - national daily market rate, no state dimension",,,UNKNOWN,HTML snapshot of the official CBN page
CBN,CBN NFEM Daily Exchange Rate (NGN/US$),cbn_rates_script1_20260913T120305Z.js,2024-12..2026-09,JS,NO,NO,,,,,"NONE - national daily market rate, no state dimension",,,UNKNOWN,Page script - evidence of field-to-column mapping
CBN,CBN NFEM Daily Exchange Rate (NGN/US$),PROVENANCE_READ_ME.txt,2024-12..2026-09,TXT,NO,NO,,,,,"NONE - national daily market rate, no state dimension",,,UNKNOWN,Provenance note written during acquisition
NERC,NERC MYTO Supplementary Order (AEDC),SAMPLE: AEDC-MYTO-JAN-2025.pdf,2025-01,PDF,NO,YES,,24 pages,,,DisCo licence area (not state) - one order per DisCo,effective month stated in title and commencement clause,"Approved end-user tariffs N/kWh by customer class and service band; tariff assumptions (loss target, inflation, FX rate, gas price)",UNKNOWN,IMAGE-ONLY (needs OCR); tariff pages none detected; band/class pages none detected; vector tables none
NERC,NERC MYTO Supplementary Order (IE),SAMPLE: IE_July_2025_064.pdf,2025-07,PDF,NO,YES,,22 pages,,,DisCo licence area (not state) - one order per DisCo,effective month stated in title and commencement clause,"Approved end-user tariffs N/kWh by customer class and service band; tariff assumptions (loss target, inflation, FX rate, gas price)",UNKNOWN,"TEXT-BASED; tariff pages [1, 2, 3, 4, 5, 6, 8]; band/class pages [4, 5, 9]; vector tables [[3, 3], [4, 1], [6, 1], [8, 1], [9, 3], [10, 2], [11, 1], [12, 1]]"
NERC,NERC MYTO Supplementary Order (PHED),SAMPLE: PHED_NOV_2025_132.pdf,2025-11,PDF,NO,YES,,18 pages,,,DisCo licence area (not state) - one order per DisCo,effective month stated in title and commencement clause,"Approved end-user tariffs N/kWh by customer class and service band; tariff assumptions (loss target, inflation, FX rate, gas price)",UNKNOWN,IMAGE-ONLY (needs OCR); tariff pages none detected; band/class pages none detected; vector tables none
NERC,NERC MYTO Supplementary Order (EKEDP),SAMPLE: EKEDP_MYTO_JAN_2026.pdf,2026-01,PDF,NO,YES,,25 pages,,,DisCo licence area (not state) - one order per DisCo,effective month stated in title and commencement clause,"Approved end-user tariffs N/kWh by customer class and service band; tariff assumptions (loss target, inflation, FX rate, gas price)",UNKNOWN,IMAGE-ONLY (needs OCR); tariff pages none detected; band/class pages none detected; vector tables none
NERC,NERC MYTO Supplementary Order (KEDCO),SAMPLE: KEDCO_MYTO_MAY_2026.pdf,2026-05,PDF,NO,YES,,16 pages,,,DisCo licence area (not state) - one order per DisCo,effective month stated in title and commencement clause,"Approved end-user tariffs N/kWh by customer class and service band; tariff assumptions (loss target, inflation, FX rate, gas price)",UNKNOWN,IMAGE-ONLY (needs OCR); tariff pages [9]; band/class pages [9]; vector tables none
NERC,NERC MYTO Supplementary Orders (ALL 173),"POPULATION SCAN (text-layer only, no OCR performed)",2025-01..2026-05,PDF,NO,YES,,"173 files, 8-30 pages each",,,DisCo licence area,effective month,tariffs locked inside PDF page images for most files,UNKNOWN,"SUPERSEDED by the dataset #7 build (D-38): this scan covered 173 files and measured whether a FILE has a text layer, not whether its TARIFF TABLE does. Re-measured over all 217 files, page by page: 11 complete tariff tables, 27 partial, 1 heading-only, 178 with no tariff text."
