source_organisation,dataset,period_start,period_end,release_title,original_filename,file_type,official_source_url,download_url,download_status,contains_excel,contains_pdf,months_covered,notes
NERC,NERC MYTO Supplementary Order - IE,2025-11,2025-11,IE MYTO NOVEMBER 2025,IE_NOV_2025_128.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2025/12/IE_NOV_2025_128.pdf,DOWNLOADED,NO,YES,2025-11,"DisCo=IE; NERC website publication date=December 7, 2025"
NERC,NERC MYTO Supplementary Order - JED,2025-11,2025-11,JED MYTO NOVEMBER 2025,JED_NOV_2025_129.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2025/12/JED_NOV_2025_129.pdf,DOWNLOADED,NO,YES,2025-11,"DisCo=JED; NERC website publication date=December 7, 2025"
NERC,NERC MYTO Supplementary Order - KAEDC,2025-11,2025-11,KAEDC MYTO NOVEMBER 2025,KAEDC_NOV_2025_130.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2025/12/KAEDC_NOV_2025_130.pdf,DOWNLOADED,NO,YES,2025-11,"DisCo=KAEDC; NERC website publication date=December 7, 2025"
NERC,NERC MYTO Supplementary Order - KEDCO,2025-11,2025-11,KEDCO MYTO NOVEMBER 2025,KEDCO_NOV_2025_131.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2025/12/KEDCO_NOV_2025_131.pdf,DOWNLOADED,NO,YES,2025-11,"DisCo=KEDCO; NERC website publication date=December 7, 2025"
NERC,NERC MYTO Supplementary Order - PHED,2025-11,2025-11,PHED MYTO NOVEMBER 2025,PHED_NOV_2025_132.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2025/12/PHED_NOV_2025_132.pdf,DOWNLOADED,NO,YES,2025-11,"DisCo=PHED; NERC website publication date=December 7, 2025"
NERC,NERC MYTO Supplementary Order - YEDC,2025-11,2025-11,YEDC MYTO NOVEMBER 2025,YEDC_NOV_2025_133.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2025/12/YEDC_NOV_2025_133.pdf,DOWNLOADED,NO,YES,2025-11,"DisCo=YEDC; NERC website publication date=December 7, 2025"
NERC,NERC MYTO Supplementary Order - AEDC,2025-12,2025-12,AEDC MYTO DECEMBER 2025,AEDC_MYTO_December_2025.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2026/04/AEDC_MYTO_December_2025.pdf,DOWNLOADED,NO,YES,2025-12,"DisCo=AEDC; NERC website publication date=December 1, 2025"
NERC,NERC MYTO Supplementary Order - BEDC,2025-12,2025-12,BEDC MYTO DECEMBER 2025,BEDC_MYTO_December_2025.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2026/04/BEDC_MYTO_December_2025.pdf,DOWNLOADED,NO,YES,2025-12,"DisCo=BEDC; NERC website publication date=December 1, 2025"
NERC,NERC MYTO Supplementary Order - EEDC,2025-12,2025-12,EEDC MYTO DECEMBER 2025,EEDC_MYTO_December_2025.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2026/04/EEDC_MYTO_December_2025.pdf,DOWNLOADED,NO,YES,2025-12,"DisCo=EEDC; NERC website publication date=December 1, 2025"
NERC,NERC MYTO Supplementary Order - IBEDC,2025-12,2025-12,IBEDC MYTO DECEMBER 2025,IBEDC_MYTO_December_2025.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2026/04/IBEDC_MYTO_December_2025.pdf,DOWNLOADED,NO,YES,2025-12,"DisCo=IBEDC; NERC website publication date=December 1, 2025"
NERC,NERC MYTO Supplementary Order - IE,2025-12,2025-12,IE MYTO DECEMBER 2025,IE_MYTO_December_2025.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2026/04/IE_MYTO_December_2025.pdf,DOWNLOADED,NO,YES,2025-12,"DisCo=IE; NERC website publication date=December 1, 2025"
NERC,NERC MYTO Supplementary Order - KAEDC,2025-12,2025-12,KAEDC MYTO DECEMBER 2025,KAEDC_MYTO_December_2025.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2026/04/KAEDC_MYTO_December_2025.pdf,DOWNLOADED,NO,YES,2025-12,"DisCo=KAEDC; NERC website publication date=December 1, 2025"
NERC,NERC MYTO Supplementary Order - KEDCO,2025-12,2025-12,KEDCO MYTO DECECEMBER 2025,KEDCO_MYTO_December_2025.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2026/04/KEDCO_MYTO_December_2025.pdf,DOWNLOADED,NO,YES,2025-12,"DisCo=KEDCO; NERC website publication date=December 1, 2025"
NERC,NERC MYTO Supplementary Order - YEDC,2025-12,2025-12,YEDC MYTO DECEMBER 2025,YEDC_MYTO_December_2025.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2026/04/YEDC_MYTO_December_2025.pdf,DOWNLOADED,NO,YES,2025-12,"DisCo=YEDC; NERC website publication date=December 1, 2025"
NERC,NERC MYTO Supplementary Order - AEDC,2026-01,2026-01,AEDC MYTO JANUARY 2026,AEDC_MYTO_JAN_2026.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2026/04/AEDC_MYTO_JAN_2026.pdf,DOWNLOADED,NO,YES,2026-01,"DisCo=AEDC; NERC website publication date=January 1, 2026"
NERC,NERC MYTO Supplementary Order - BEDC,2026-01,2026-01,BEDC MYTO JANUARY 2026,BEDC_MYTO_JAN_2026.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2026/04/BEDC_MYTO_JAN_2026.pdf,DOWNLOADED,NO,YES,2026-01,"DisCo=BEDC; NERC website publication date=January 1, 2026"
NERC,NERC MYTO Supplementary Order - EEDC,2026-01,2026-01,EEDC MYTO JANUARY 2026,EEDC_MYTO_JAN_2026.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2026/04/EEDC_MYTO_JAN_2026.pdf,DOWNLOADED,NO,YES,2026-01,"DisCo=EEDC; NERC website publication date=January 1, 2026"
NERC,NERC MYTO Supplementary Order - EKEDP,2026-01,2026-01,EKEDP MYTO JANUARY 2026,EKEDP_MYTO_JAN_2026.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2026/04/EKEDP_MYTO_JAN_2026.pdf,DOWNLOADED,NO,YES,2026-01,"DisCo=EKEDP; NERC website publication date=January 1, 2026"
NERC,NERC MYTO Supplementary Order - IBEDC,2026-01,2026-01,IBEDC MYTO JANUARY 2026,IBEDC_MYTO_JAN_2026.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2026/04/IBEDC_MYTO_JAN_2026.pdf,DOWNLOADED,NO,YES,2026-01,"DisCo=IBEDC; NERC website publication date=January 1, 2026"
NERC,NERC MYTO Supplementary Order - IE,2026-01,2026-01,IE MYTO JANUARY 2026,IE_MYTO_JAN_2026.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2026/04/IE_MYTO_JAN_2026.pdf,DOWNLOADED,NO,YES,2026-01,"DisCo=IE; NERC website publication date=January 1, 2026"
NERC,NERC MYTO Supplementary Order - JED,2026-01,2026-01,JED MYTO JANUARY 2026,JED_MYTO_JAN_2026.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2026/04/JED_MYTO_JAN_2026.pdf,DOWNLOADED,NO,YES,2026-01,"DisCo=JED; NERC website publication date=January 1, 2026"
NERC,NERC MYTO Supplementary Order - KAEDC,2026-01,2026-01,KAEDC MYTO JANUARY 2026,KAEDC_MYTO_JAN_2026.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2026/04/KAEDC_MYTO_JAN_2026.pdf,DOWNLOADED,NO,YES,2026-01,"DisCo=KAEDC; NERC website publication date=January 1, 2026"
NERC,NERC MYTO Supplementary Order - KEDCO,2026-01,2026-01,KEDCO MYTO JANUARY 2026,KEDCO_MYTO_JAN_2026.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2026/04/KEDCO_MYTO_JAN_2026.pdf,DOWNLOADED,NO,YES,2026-01,"DisCo=KEDCO; NERC website publication date=January 1, 2026"
NERC,NERC MYTO Supplementary Order - PHED,2026-01,2026-01,PHED MYTO JANUARY 2026,PHED_MYTO_JAN_2026.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2026/04/PHED_MYTO_JAN_2026.pdf,DOWNLOADED,NO,YES,2026-01,"DisCo=PHED; NERC website publication date=January 1, 2026"
NERC,NERC MYTO Supplementary Order - YEDC,2026-01,2026-01,YEDC MYTO JANUARY 2026,YEDC_MYTO_JAN_2026.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2026/04/YEDC_MYTO_JAN_2026.pdf,DOWNLOADED,NO,YES,2026-01,"DisCo=YEDC; NERC website publication date=January 1, 2026"
NERC,NERC MYTO Supplementary Order - AEDC,2026-02,2026-02,AEDC MYTO FEBRUARY 2026,AEDC_MYTO_FEB_2026.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2026/04/AEDC_MYTO_FEB_2026.pdf,DOWNLOADED,NO,YES,2026-02,"DisCo=AEDC; NERC website publication date=February 1, 2026"
NERC,NERC MYTO Supplementary Order - BEDC,2026-02,2026-02,BEDC MYTO FEBRUARY 2026,BEDC_MYTO_FEB_2026.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2026/04/BEDC_MYTO_FEB_2026.pdf,DOWNLOADED,NO,YES,2026-02,"DisCo=BEDC; NERC website publication date=February 1, 2026"
NERC,NERC MYTO Supplementary Order - EEDC,2026-02,2026-02,EEDC MYTO FEBRUARY 2026,EEDC_MYTO_FEB_2026.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2026/04/EEDC_MYTO_FEB_2026.pdf,DOWNLOADED,NO,YES,2026-02,"DisCo=EEDC; NERC website publication date=February 1, 2026"
NERC,NERC MYTO Supplementary Order - EKEDP,2026-02,2026-02,EKEDP MYTO FEBRUARY 2026,EKEDP_MYTO_FEB_2026.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2026/04/EKEDP_MYTO_FEB_2026.pdf,DOWNLOADED,NO,YES,2026-02,"DisCo=EKEDP; NERC website publication date=February 1, 2026"
NERC,NERC MYTO Supplementary Order - IBEDC,2026-02,2026-02,IBEDC MYTO FEBRUARY 2026,IBEDC_MYTO_FEB_2026.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2026/04/IBEDC_MYTO_FEB_2026.pdf,DOWNLOADED,NO,YES,2026-02,"DisCo=IBEDC; NERC website publication date=February 1, 2026"
NERC,NERC MYTO Supplementary Order - IE,2026-02,2026-02,IE MYTO FEBRUARY 2026,IE_MYTO_FEB_2026.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2026/04/IE_MYTO_FEB_2026.pdf,DOWNLOADED,NO,YES,2026-02,"DisCo=IE; NERC website publication date=February 1, 2026"
NERC,NERC MYTO Supplementary Order - JED,2026-02,2026-02,JED MYTO FEBRUARY 2026,JED_MYTO_FEB_2026.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2026/04/JED_MYTO_FEB_2026.pdf,DOWNLOADED,NO,YES,2026-02,"DisCo=JED; NERC website publication date=February 1, 2026"
NERC,NERC MYTO Supplementary Order - KAEDC,2026-02,2026-02,KAEDC MYTO FEBRUARY 2026,KAEDC_MYTO_FEB_2026.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2026/04/KAEDC_MYTO_FEB_2026.pdf,DOWNLOADED,NO,YES,2026-02,"DisCo=KAEDC; NERC website publication date=February 1, 2026"
NERC,NERC MYTO Supplementary Order - KEDCO,2026-02,2026-02,KEDCO MYTO FEBRUARY 2026,KEDCO_MYTO_FEB_2026.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2026/04/KEDCO_MYTO_FEB_2026.pdf,DOWNLOADED,NO,YES,2026-02,"DisCo=KEDCO; NERC website publication date=February 1, 2026"
NERC,NERC MYTO Supplementary Order - PHED,2026-02,2026-02,PHED MYTO FEBRUARY 2026,PHED_MYTO_FEB_2026.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2026/04/PHED_MYTO_FEB_2026.pdf,DOWNLOADED,NO,YES,2026-02,"DisCo=PHED; NERC website publication date=February 1, 2026"
NERC,NERC MYTO Supplementary Order - YEDC,2026-02,2026-02,YEDC MYTO FEBRURAY 2026,YEDC_MYTO_FEB_2026.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2026/04/YEDC_MYTO_FEB_2026.pdf,DOWNLOADED,NO,YES,2026-02,"DisCo=YEDC; NERC website publication date=February 1, 2026"
NERC,NERC MYTO Supplementary Order - AEDC,2026-03,2026-03,AEDC MYTO MARCH 2026,AEDC_MYTO_MAR_2026.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2026/04/AEDC_MYTO_MAR_2026.pdf,DOWNLOADED,NO,YES,2026-03,"DisCo=AEDC; NERC website publication date=March 1, 2026"
NERC,NERC MYTO Supplementary Order - BEDC,2026-03,2026-03,BEDC MYTO MARCH 2026,BEDC_MYTO_MAR_2026.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2026/04/BEDC_MYTO_MAR_2026.pdf,DOWNLOADED,NO,YES,2026-03,"DisCo=BEDC; NERC website publication date=March 1, 2026"
NERC,NERC MYTO Supplementary Order - EEDC,2026-03,2026-03,EEDC MYTO MARCH 2026,EEDC_MYTO_MAR_2026.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2026/04/EEDC_MYTO_MAR_2026.pdf,DOWNLOADED,NO,YES,2026-03,"DisCo=EEDC; NERC website publication date=March 1, 2026"
NERC,NERC MYTO Supplementary Order - EKEDP,2026-03,2026-03,EKEDP MYTO MARCH 2026,EKEDP_MYTO_MAR_2026.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2026/04/EKEDP_MYTO_MAR_2026.pdf,DOWNLOADED,NO,YES,2026-03,"DisCo=EKEDP; NERC website publication date=March 1, 2026"
NERC,NERC MYTO Supplementary Order - IBEDC,2026-03,2026-03,IBEDC MYTO MARCH 2026,IBEDC_MYTO_MAR_2026.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2026/04/IBEDC_MYTO_MAR_2026.pdf,DOWNLOADED,NO,YES,2026-03,"DisCo=IBEDC; NERC website publication date=March 1, 2026"
NERC,NERC MYTO Supplementary Order - IE,2026-03,2026-03,IE MYTO MARCH 2026,IE_MYTO_MAR_2026.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2026/04/IE_MYTO_MAR_2026.pdf,DOWNLOADED,NO,YES,2026-03,"DisCo=IE; NERC website publication date=March 1, 2026"
NERC,NERC MYTO Supplementary Order - JED,2026-03,2026-03,JED MYTO MARCH 2026,JED_MYTO_MAR_2026.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2026/04/JED_MYTO_MAR_2026.pdf,DOWNLOADED,NO,YES,2026-03,"DisCo=JED; NERC website publication date=March 1, 2026"
NERC,NERC MYTO Supplementary Order - KAEDC,2026-03,2026-03,KAEDC MYTO MARCH 2026,KAEDC_MYTO_MAR_2026.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2026/04/KAEDC_MYTO_MAR_2026.pdf,DOWNLOADED,NO,YES,2026-03,"DisCo=KAEDC; NERC website publication date=March 1, 2026"
NERC,NERC MYTO Supplementary Order - KEDCO,2026-03,2026-03,KEDCO MYTO MARCH 2026,KEDCO_MYTO_MAR_2026.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2026/04/KEDCO_MYTO_MAR_2026.pdf,DOWNLOADED,NO,YES,2026-03,"DisCo=KEDCO; NERC website publication date=March 1, 2026"
NERC,NERC MYTO Supplementary Order - PHED,2026-03,2026-03,PHED MYTO MARCH 2026,PHED_MYTO_MAR_2026.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2026/04/PHED_MYTO_MAR_2026.pdf,DOWNLOADED,NO,YES,2026-03,"DisCo=PHED; NERC website publication date=March 1, 2026"
NERC,NERC MYTO Supplementary Order - YEDC,2026-03,2026-03,YEDC MYTO MARCH 2026,YEDC_MYTO_MAR_2026.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2026/04/YEDC_MYTO_MAR_2026.pdf,DOWNLOADED,NO,YES,2026-03,"DisCo=YEDC; NERC website publication date=March 1, 2026"
NERC,NERC MYTO Supplementary Order - AEDC,2026-04,2026-04,AEDC MYTO APRIL 2026,AEDC_MYTO_APR_2026.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2026/04/AEDC_MYTO_APR_2026.pdf,DOWNLOADED,NO,YES,2026-04,"DisCo=AEDC; NERC website publication date=April 1, 2026"
NERC,NERC MYTO Supplementary Order - BEDC,2026-04,2026-04,BEDC MYTO APRIL 2026,BEDC_MYTO_APR_2026.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2026/04/BEDC_MYTO_APR_2026.pdf,DOWNLOADED,NO,YES,2026-04,"DisCo=BEDC; NERC website publication date=April 1, 2026"
NERC,NERC MYTO Supplementary Order - EEDC,2026-04,2026-04,EEDC MYTO APRIL 2026,EEDC_MYTO_APR_2026.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2026/04/EEDC_MYTO_APR_2026.pdf,DOWNLOADED,NO,YES,2026-04,"DisCo=EEDC; NERC website publication date=April 1, 2026"
NERC,NERC MYTO Supplementary Order - EKEDP,2026-04,2026-04,EKEDP MYTO APRIL 2026,EKEDP_MYTO_APR_2026.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2026/04/EKEDP_MYTO_APR_2026.pdf,DOWNLOADED,NO,YES,2026-04,"DisCo=EKEDP; NERC website publication date=April 1, 2026"
NERC,NERC MYTO Supplementary Order - IBEDC,2026-04,2026-04,IBEDC MYTO APRIL 2026,IBEDC_MYTO_APR_2026.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2026/04/IBEDC_MYTO_APR_2026.pdf,DOWNLOADED,NO,YES,2026-04,"DisCo=IBEDC; NERC website publication date=April 1, 2026"
NERC,NERC MYTO Supplementary Order - IE,2026-04,2026-04,IE MYTO APRIL 2026,IE_MYTO_APR_2026.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2026/04/IE_MYTO_APR_2026.pdf,DOWNLOADED,NO,YES,2026-04,"DisCo=IE; NERC website publication date=April 1, 2026"
NERC,NERC MYTO Supplementary Order - JED,2026-04,2026-04,JED MYTO APRIL 2026,JED_MYTO_APR_2026.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2026/04/JED_MYTO_APR_2026.pdf,DOWNLOADED,NO,YES,2026-04,"DisCo=JED; NERC website publication date=April 1, 2026"
NERC,NERC MYTO Supplementary Order - KAEDC,2026-04,2026-04,KAEDC MYTO APRIL 2026,KAEDC_MYTO_APR_2026.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2026/04/KAEDC_MYTO_APR_2026.pdf,DOWNLOADED,NO,YES,2026-04,"DisCo=KAEDC; NERC website publication date=April 1, 2026"
NERC,NERC MYTO Supplementary Order - KEDCO,2026-04,2026-04,KEDCO MYTO APRIL 2026,KEDCO_MYTO_APR_2026.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2026/04/KEDCO_MYTO_APR_2026.pdf,DOWNLOADED,NO,YES,2026-04,"DisCo=KEDCO; NERC website publication date=April 1, 2026"
NERC,NERC MYTO Supplementary Order - PHED,2026-04,2026-04,PHED MYTO APRIL 2026,PHED_MYTO_APR_2026.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2026/04/PHED_MYTO_APR_2026.pdf,DOWNLOADED,NO,YES,2026-04,"DisCo=PHED; NERC website publication date=April 1, 2026"
NERC,NERC MYTO Supplementary Order - YEDC,2026-04,2026-04,YEDC MYTO APRIL 2026,YEDC_MYTO_APR_2026.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2026/04/YEDC_MYTO_APR_2026.pdf,DOWNLOADED,NO,YES,2026-04,"DisCo=YEDC; NERC website publication date=April 1, 2026"
NERC,NERC MYTO Supplementary Order - AEDC,2026-05,2026-05,AEDC MYTO MAY 2026,AEDC_MYTO_MAY_2026.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2026/05/AEDC_MYTO_MAY_2026.pdf,DOWNLOADED,NO,YES,2026-05,"DisCo=AEDC; NERC website publication date=May 13, 2026"
NERC,NERC MYTO Supplementary Order - BEDC,2026-05,2026-05,BEDC MYTO MAY 2026,BEDC_MYTO_MAY_2026.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2026/05/BEDC_MYTO_MAY_2026.pdf,DOWNLOADED,NO,YES,2026-05,"DisCo=BEDC; NERC website publication date=May 13, 2026"
NERC,NERC MYTO Supplementary Order - EEDC,2026-05,2026-05,EEDC MYTO MAY 2026,EEDC_MYTO_MAY_2026.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2026/05/EEDC_MYTO_MAY_2026.pdf,DOWNLOADED,NO,YES,2026-05,"DisCo=EEDC; NERC website publication date=May 13, 2026"
NERC,NERC MYTO Supplementary Order - EKEDP,2026-05,2026-05,EKEDP MYTO MAY 2026,EKEDP_MYTO_MAY_2026.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2026/05/EKEDP_MYTO_MAY_2026.pdf,DOWNLOADED,NO,YES,2026-05,"DisCo=EKEDP; NERC website publication date=May 13, 2026"
NERC,NERC MYTO Supplementary Order - IBEDC,2026-05,2026-05,IBEDC MYTO MAY 2026,IBEDC_MYTO_MAY_2026.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2026/05/IBEDC_MYTO_MAY_2026.pdf,DOWNLOADED,NO,YES,2026-05,"DisCo=IBEDC; NERC website publication date=May 13, 2026"
NERC,NERC MYTO Supplementary Order - IE,2026-05,2026-05,IE MYTO MAY 2026,IE_MYTO_MAY_2026.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2026/05/IE_MYTO_MAY_2026.pdf,DOWNLOADED,NO,YES,2026-05,"DisCo=IE; NERC website publication date=May 13, 2026"
NERC,NERC MYTO Supplementary Order - JED,2026-05,2026-05,JED MYTO MAY 2026,JED_MYTO_MAY_2026.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2026/05/JED_MYTO_MAY_2026.pdf,DOWNLOADED,NO,YES,2026-05,"DisCo=JED; NERC website publication date=May 13, 2026"
NERC,NERC MYTO Supplementary Order - KAEDC,2026-05,2026-05,KAEDC MYTO MAY 2026,KAEDC_MYTO_MAY_2026.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2026/05/KAEDC_MYTO_MAY_2026.pdf,DOWNLOADED,NO,YES,2026-05,"DisCo=KAEDC; NERC website publication date=May 13, 2026"
NERC,NERC MYTO Supplementary Order - KEDCO,2026-05,2026-05,KEDCO MYTO MAY 2026,KEDCO_MYTO_MAY_2026.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2026/05/KEDCO_MYTO_MAY_2026.pdf,DOWNLOADED,NO,YES,2026-05,"DisCo=KEDCO; NERC website publication date=May 13, 2026"
NERC,NERC MYTO Supplementary Order - PHED,2026-05,2026-05,PHED MYTO MAY 2026,PHED_MYTO_MAY_2026.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2026/05/PHED_MYTO_MAY_2026.pdf,DOWNLOADED,NO,YES,2026-05,"DisCo=PHED; NERC website publication date=May 13, 2026"
NERC,NERC MYTO Supplementary Order - YEDC,2026-05,2026-05,YEDC MYTO MAY 2026,YEDC_MYTO_MAY_2026.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2026/05/YEDC_MYTO_MAY_2026.pdf,DOWNLOADED,NO,YES,2026-05,"DisCo=YEDC; NERC website publication date=May 13, 2026"
CBN,CBN NFEM Daily Exchange Rate (NGN/US$),2024-12,2026-09,Nigerian Foreign Exchange Market (NFEM) Rates,PROVENANCE_READ_ME.txt,TXT,https://www.cbn.gov.ng/rates/ExchRateByCurrency.html,,GENERATED_BY_EXTRACTION,NO,NO,NOT_APPLICABLE,Provenance documentation written by this acquisition step
CBN,CBN NFEM Daily Exchange Rate (NGN/US$),2024-12,2026-09,Nigerian Foreign Exchange Market (NFEM) Rates,cbn_ExchRateByCurrency_page_snapshot_20260913T120305Z.html,HTML,https://www.cbn.gov.ng/rates/ExchRateByCurrency.html,https://www.cbn.gov.ng/rates/ExchRateByCurrency.html,DOWNLOADED,NO,NO,NOT_APPLICABLE,Raw HTML snapshot of the official CBN exchange-rate page
