source_organisation,dataset,period_start,period_end,release_title,original_filename,file_type,official_source_url,download_url,download_status,contains_excel,contains_pdf,months_covered,notes
NBS,NBS LPG (Cooking Gas) Price Watch,2025-10,2025-10,LPG Report October 2025,LPG_Report_OCT_25.zip,ZIP,https://microdata.nigerianstat.gov.ng/index.php/catalog/160/related-materials,https://microdata.nigerianstat.gov.ng/index.php/catalog/160/download/1320,DOWNLOADED,YES,YES,2025-10,archive members: LPG_Report_OCT_25.pdf | GAS PRICE WATCH OCTOBER 2025.xlsx
NBS,NBS LPG (Cooking Gas) Price Watch,2025-11,2025-12,LPG Report Nov-Dec 2025,LPG_Nov_Dec_2025.zip,ZIP,https://microdata.nigerianstat.gov.ng/index.php/catalog/160/related-materials,https://microdata.nigerianstat.gov.ng/index.php/catalog/160/download/1348,DOWNLOADED,YES,YES,2025-11;2025-12,COMBINED RELEASE covering 2 months in one official file; archive members: GAS PRICE WATCH DECEMBER 2025_.xlsx | LPG_December_2025_Report.pdf | LPG_November_2025_Report.pdf | GAS PRICE WATCH NOVEMBER 2025__.xlsx
NBS,NBS LPG (Cooking Gas) Price Watch,2026-01,2026-01,LPG Report January 2026,LPG_Report_Report_Jan2026.zip,ZIP,https://microdata.nigerianstat.gov.ng/index.php/catalog/160/related-materials,https://microdata.nigerianstat.gov.ng/index.php/catalog/160/download/1362,DOWNLOADED,YES,YES,2026-01,archive members: LPG_Report_Report_Jan2026.pdf | GAS PRICE WATCH JANUARY 2026_table.xlsx
NBS,NBS LPG (Cooking Gas) Price Watch,2026-02,2026-03,LPG Report Feb-March 2026,LPG_Report_Feb-March_2026.zip,ZIP,https://microdata.nigerianstat.gov.ng/index.php/catalog/160/related-materials,https://microdata.nigerianstat.gov.ng/index.php/catalog/160/download/1400,DOWNLOADED,YES,YES,2026-02;2026-03,COMBINED RELEASE covering 2 months in one official file; archive members: LPG_Report_March_2026.pdf | GAS Price Watch March_2026_table.xlsx | GAS PRICE WATCH FEBRUARY 2026_table.xlsx | LPG Report Feb26.pdf
NBS,NBS LPG (Cooking Gas) Price Watch,2026-04,2026-04,LPG Report April 2026,LPG_Report_APR26.zip,ZIP,https://microdata.nigerianstat.gov.ng/index.php/catalog/160/related-materials,https://microdata.nigerianstat.gov.ng/index.php/catalog/160/download/1413,DOWNLOADED,YES,YES,2026-04,archive members: LPG_report__APR26.pdf | GAS PRICE WATCH APRIL 2026_table.xlsx
NBS,NBS Transport Fare Watch,2025-01,2025-01,Transport Fare watch January 2025 Tables,TRANSPORT_COST_Watch_JAN_2025.xlsx,XLSX,https://microdata.nigerianstat.gov.ng/index.php/catalog/161/related-materials,https://microdata.nigerianstat.gov.ng/index.php/catalog/161/download/1234,DOWNLOADED,YES,NO,2025-01,
NBS,NBS Transport Fare Watch,2025-02,2025-02,Transport Fare watch February 2025 Tables,TRANSPORT_COST_Watch_FEB_2025.xlsx,XLSX,https://microdata.nigerianstat.gov.ng/index.php/catalog/161/related-materials,https://microdata.nigerianstat.gov.ng/index.php/catalog/161/download/1235,DOWNLOADED,YES,NO,2025-02,
NBS,NBS Transport Fare Watch,2025-03,2025-03,Transport Fare watch March 2025 Tables,TRANSPORT_COST_Watch_MAR_2025.xlsx,XLSX,https://microdata.nigerianstat.gov.ng/index.php/catalog/161/related-materials,https://microdata.nigerianstat.gov.ng/index.php/catalog/161/download/1236,DOWNLOADED,YES,NO,2025-03,
NBS,NBS Transport Fare Watch,2025-04,2025-04,Transport Fare Watch Report April 2025,Transport_Fare_Report_Apr_2025.pdf,PDF,https://microdata.nigerianstat.gov.ng/index.php/catalog/161/related-materials,https://microdata.nigerianstat.gov.ng/index.php/catalog/161/download/1238,DOWNLOADED,NO,YES,2025-04,
NBS,NBS Transport Fare Watch,2025-04,2025-04,Transport Fare watch April 2025 Tables,TRANSPORT_COST_Watch_APR_2025.xlsx,XLSX,https://microdata.nigerianstat.gov.ng/index.php/catalog/161/related-materials,https://microdata.nigerianstat.gov.ng/index.php/catalog/161/download/1237,DOWNLOADED,YES,NO,2025-04,
NBS,NBS Transport Fare Watch,2025-05,2025-07,Transport Fare Watch Report May_June_July 2025,Transport_MAY_JUNE_JULY_2025.zip,ZIP,https://microdata.nigerianstat.gov.ng/index.php/catalog/161/related-materials,https://microdata.nigerianstat.gov.ng/index.php/catalog/161/download/1290,DOWNLOADED,YES,YES,2025-05;2025-06;2025-07,COMBINED RELEASE covering 3 months in one official file; archive members: Transport_MAY_2025.pdf | Transport_JUNE_2025.pdf | Transport_JULY_2025.pdf | TRANSPORT COST Watch JUN_2025_.xlsx | TRANSPORT COST Watch JUL_2025_.xlsx | TRANSPORT COST Watch MAY_2025_.xlsx
NBS,NBS Transport Fare Watch,2025-08,2025-09,Transport Fare Watch Report Aug_Sept 2025,Transport_Report_AUG_SEPT_2025.zip,ZIP,https://microdata.nigerianstat.gov.ng/index.php/catalog/161/related-materials,https://microdata.nigerianstat.gov.ng/index.php/catalog/161/download/1308,DOWNLOADED,YES,YES,2025-08;2025-09,COMBINED RELEASE covering 2 months in one official file; archive members: Transport_Report_SEPT_2025.pdf | Transport_Report_AUG_2025.pdf | TRANSPORT COST Watch AUG_2025_.xlsx | TRANSPORT COST Watch SEPT_2025_.xlsx
NBS,NBS Transport Fare Watch,2025-10,2025-10,Transport Report October 2025,Transport_Report_October_2025.zip,ZIP,https://microdata.nigerianstat.gov.ng/index.php/catalog/161/related-materials,https://microdata.nigerianstat.gov.ng/index.php/catalog/161/download/1330,DOWNLOADED,YES,YES,2025-10,archive members: Transport_Report_October_2025.pdf | TRANSPORT_COST_Watch_OCT_2025.xlsx
NBS,NBS Transport Fare Watch,2025-11,2025-12,Transport Fare Watch Report Nov-Dec 2025,Transport Fare Watch Report Nov_Dec_2025.zip,ZIP,https://microdata.nigerianstat.gov.ng/index.php/catalog/161/related-materials,https://microdata.nigerianstat.gov.ng/index.php/catalog/161/download/1344,DOWNLOADED,YES,YES,2025-11;2025-12,COMBINED RELEASE covering 2 months in one official file; archive members: Transport Fare Watch Report_Dec2025.pdf | Transport Fare Watch Report_Nov2025.pdf | TRANSPORT COST Watch NOV_2025_.xlsx | TRANSPORT COST Watch DEC_2025_.xlsx
NBS,NBS Transport Fare Watch,2026-01,2026-01,Transport Fare Watch Report January 2026,Transport_report_JAN_2026.zip,ZIP,https://microdata.nigerianstat.gov.ng/index.php/catalog/161/related-materials,https://microdata.nigerianstat.gov.ng/index.php/catalog/161/download/1377,DOWNLOADED,YES,YES,2026-01,archive members: Transport_report_JAN_2026.pdf | TRANSPORT_COST_Watch_JAN_2026.xlsx
NBS,NBS Transport Fare Watch,2026-02,2026-02,Transport Fare Watch Report February 2026,Transport_report_FEB_2026.zip,ZIP,https://microdata.nigerianstat.gov.ng/index.php/catalog/161/related-materials,https://microdata.nigerianstat.gov.ng/index.php/catalog/161/download/1378,DOWNLOADED,YES,YES,2026-02,archive members: Transport_report_FEB_2026.pdf | TRANSPORT_COST_Watch_FEB_2026.xlsx
NBS,NBS Transport Fare Watch,2026-03,2026-03,Transport Fare Watch Report March 2026,Transport_Report_MAR26.zip,ZIP,https://microdata.nigerianstat.gov.ng/index.php/catalog/161/related-materials,https://microdata.nigerianstat.gov.ng/index.php/catalog/161/download/1403,DOWNLOADED,YES,YES,2026-03,archive members: Transport_Report_MAR26.pdf | TRANSPORT COST Watch MAR_2026_.xlsx
NBS,NBS Transport Fare Watch,2026-04,2026-04,Transport Fare Watch Report April 2026,Transport_Fare_Report_April_2026.zip,ZIP,https://microdata.nigerianstat.gov.ng/index.php/catalog/161/related-materials,https://microdata.nigerianstat.gov.ng/index.php/catalog/161/download/1414,DOWNLOADED,YES,YES,2026-04,archive members: Transport_Fare_Report_April_2026.pdf | TRANSPORT COST Watch APR_2026_ (1).xlsx
NBS,NBS Transport Fare Watch,2026-05,2026-05,Transport Fare Watch Report May 2026,Transport_Report_MAY_2026.zip,ZIP,https://microdata.nigerianstat.gov.ng/index.php/catalog/161/related-materials,https://microdata.nigerianstat.gov.ng/index.php/catalog/161/download/1429,DOWNLOADED,YES,YES,2026-05,archive members: Transport_Report_MAY_2026.pdf | TRANSPORT COST Watch MAY_2026_.xlsx
NBS,NBS Consumer Price Index and Inflation,2025-02,2025-02,February 2025 CPI Report,CPI_february_2025.pdf,PDF,https://microdata.nigerianstat.gov.ng/index.php/catalog/154/related-materials,https://microdata.nigerianstat.gov.ng/index.php/catalog/154/download/1161,DOWNLOADED,NO,YES,2025-02,
NBS,NBS Consumer Price Index and Inflation,2025-02,2025-02,February 2025 CPI Tables,cpi_1New_Feb_2025.xlsx,XLSX,https://microdata.nigerianstat.gov.ng/index.php/catalog/154/related-materials,https://microdata.nigerianstat.gov.ng/index.php/catalog/154/download/1162,DOWNLOADED,YES,NO,2025-02,
NBS,NBS Consumer Price Index and Inflation,2025-03,2025-03,March 2025 CPI Report,CPI_MARCH_2025.pdf,PDF,https://microdata.nigerianstat.gov.ng/index.php/catalog/154/related-materials,https://microdata.nigerianstat.gov.ng/index.php/catalog/154/download/1198,DOWNLOADED,NO,YES,2025-03,
NBS,NBS Consumer Price Index and Inflation,2025-03,2025-03,March 2025 CPI Tables,cpi_1New_Mar25.xlsx,XLSX,https://microdata.nigerianstat.gov.ng/index.php/catalog/154/related-materials,https://microdata.nigerianstat.gov.ng/index.php/catalog/154/download/1199,DOWNLOADED,YES,NO,2025-03,
NBS,NBS Consumer Price Index and Inflation,2025-04,2025-04,April 2025 CPI Report,CPI_APRIL_2025.pdf,PDF,https://microdata.nigerianstat.gov.ng/index.php/catalog/154/related-materials,https://microdata.nigerianstat.gov.ng/index.php/catalog/154/download/1212,DOWNLOADED,NO,YES,2025-04,
NBS,NBS Consumer Price Index and Inflation,2025-04,2025-04,April 2025 CPI Tables,cpi_1New_Apr25.xlsx,XLSX,https://microdata.nigerianstat.gov.ng/index.php/catalog/154/related-materials,https://microdata.nigerianstat.gov.ng/index.php/catalog/154/download/1213,DOWNLOADED,YES,NO,2025-04,
NBS,NBS Consumer Price Index and Inflation,2025-05,2025-05,May 2025 CPI Report,CPI_May_2025_Report.pdf,PDF,https://microdata.nigerianstat.gov.ng/index.php/catalog/154/related-materials,https://microdata.nigerianstat.gov.ng/index.php/catalog/154/download/1232,DOWNLOADED,NO,YES,2025-05,
NBS,NBS Consumer Price Index and Inflation,2025-05,2025-05,May 2025 CPI Tables,cpi_1New_May25.xlsx,XLSX,https://microdata.nigerianstat.gov.ng/index.php/catalog/154/related-materials,https://microdata.nigerianstat.gov.ng/index.php/catalog/154/download/1233,DOWNLOADED,YES,NO,2025-05,
NBS,NBS Consumer Price Index and Inflation,2025-06,2025-06,June 2025 CPI Report,CPI_June_2025_Report.pdf,PDF,https://microdata.nigerianstat.gov.ng/index.php/catalog/154/related-materials,https://microdata.nigerianstat.gov.ng/index.php/catalog/154/download/1254,DOWNLOADED,NO,YES,2025-06,
NBS,NBS Consumer Price Index and Inflation,2025-06,2025-06,June 2025 CPI Tables,cpi_1New_June25.xlsx,XLSX,https://microdata.nigerianstat.gov.ng/index.php/catalog/154/related-materials,https://microdata.nigerianstat.gov.ng/index.php/catalog/154/download/1255,DOWNLOADED,YES,NO,2025-06,
NBS,NBS Consumer Price Index and Inflation,2025-07,2025-07,July 2025 CPI Report,July_2025_CPI_Report.zip,ZIP,https://microdata.nigerianstat.gov.ng/index.php/catalog/154/related-materials,https://microdata.nigerianstat.gov.ng/index.php/catalog/154/download/1276,DOWNLOADED,YES,YES,2025-07,archive members: cpi_1New_JuLY25.xlsx | July 2025 CPI report.pdf
NBS,NBS Consumer Price Index and Inflation,2025-08,2025-08,August 2025 CPI Report,CPI_AUGUST_2025.zip,ZIP,https://microdata.nigerianstat.gov.ng/index.php/catalog/154/related-materials,https://microdata.nigerianstat.gov.ng/index.php/catalog/154/download/1286,DOWNLOADED,YES,YES,2025-08,archive members: CPI_AUGUST_2025.pdf | CPI_August25.xlsx
NBS,NBS Consumer Price Index and Inflation,2025-09,2025-09,September 2025 CPI Report,CPI_September_2025.zip,ZIP,https://microdata.nigerianstat.gov.ng/index.php/catalog/154/related-materials,https://microdata.nigerianstat.gov.ng/index.php/catalog/154/download/1297,DOWNLOADED,YES,YES,2025-09,archive members: CPI_September_2025.pdf | cpi_1New_September25.xlsx
NBS,NBS Consumer Price Index and Inflation,2025-10,2025-10,October 2025 CPI Report,CPI_October2025.zip,ZIP,https://microdata.nigerianstat.gov.ng/index.php/catalog/154/related-materials,https://microdata.nigerianstat.gov.ng/index.php/catalog/154/download/1309,DOWNLOADED,YES,YES,2025-10,archive members: CPI_October2025.pdf | cpi_1New_October25.xlsx
NBS,NBS Consumer Price Index and Inflation,2025-11,2025-11,November 2025 CPI Report,CPI_November_2025.zip,ZIP,https://microdata.nigerianstat.gov.ng/index.php/catalog/154/related-materials,https://microdata.nigerianstat.gov.ng/index.php/catalog/154/download/1325,DOWNLOADED,YES,YES,2025-11,archive members: CPI_November_2025.pdf | cpi_1New_November25.xlsx
NBS,NBS Consumer Price Index and Inflation,2025-12,2025-12,December 2025 CPI Report,CPI_December_2025_Report.zip,ZIP,https://microdata.nigerianstat.gov.ng/index.php/catalog/154/related-materials,https://microdata.nigerianstat.gov.ng/index.php/catalog/154/download/1334,DOWNLOADED,YES,YES,2025-12,archive members: CPI_December_2025_Report.pdf | cpi_1New_December2025.xlsx
NBS,NBS Consumer Price Index and Inflation,2026-01,2026-01,January 2026 CPI Report,CPI_Report_January_2026.zip,ZIP,https://microdata.nigerianstat.gov.ng/index.php/catalog/154/related-materials,https://microdata.nigerianstat.gov.ng/index.php/catalog/154/download/1353,DOWNLOADED,YES,YES,2026-01,archive members: CPI_Report_January_2026.pdf | cpi_January2026.xlsx
NBS,NBS Consumer Price Index and Inflation,2026-02,2026-02,February 2026 CPI Report,CPI_Report_FEBRUARY_2026.zip,ZIP,https://microdata.nigerianstat.gov.ng/index.php/catalog/154/related-materials,https://microdata.nigerianstat.gov.ng/index.php/catalog/154/download/1372,DOWNLOADED,YES,YES,2026-02,archive members: CPI_Report_FEBRUARY_2026.pdf | cpi_1New_February2026.xlsx
NBS,NBS Consumer Price Index and Inflation,2026-03,2026-03,March 2026 CPI Report,CPI_Report_March_2026.zip,ZIP,https://microdata.nigerianstat.gov.ng/index.php/catalog/154/related-materials,https://microdata.nigerianstat.gov.ng/index.php/catalog/154/download/1394,DOWNLOADED,YES,YES,2026-03,archive members: March_2026/cpi_1New_March2026.xls | March_2026/CPI_MARCH_2026.pdf
NBS,NBS Consumer Price Index and Inflation,2026-04,2026-04,April 2026 CPI Report,CPI_APRIL_2026.zip,ZIP,https://microdata.nigerianstat.gov.ng/index.php/catalog/154/related-materials,https://microdata.nigerianstat.gov.ng/index.php/catalog/154/download/1406,DOWNLOADED,YES,YES,2026-04,archive members: CPI_APRIL_2026.pdf | cpi_1New_April2026.xlsx
NBS,NBS Consumer Price Index and Inflation,2026-05,2026-05,May 2026 CPI Report,CPI_MAY_2026.zip,ZIP,https://microdata.nigerianstat.gov.ng/index.php/catalog/154/related-materials,https://microdata.nigerianstat.gov.ng/index.php/catalog/154/download/1422,DOWNLOADED,YES,YES,2026-05,archive members: CPI_MAY_2026.pdf | cpi_1New_May2026.xlsx
NBS,NBS Consumer Price Index and Inflation,,,Highlights of 2024 CPI Rebasing Results,Highlights of CPI Rebasing Result.pdf,PDF,https://microdata.nigerianstat.gov.ng/index.php/catalog/154/related-materials,https://microdata.nigerianstat.gov.ng/index.php/catalog/154/download/1156,DOWNLOADED,NO,YES,NOT_APPLICABLE,Methodology/reference document for the 2024 CPI rebasing; not a monthly release
NERC,NERC MYTO Supplementary Order - AEDC,2025-01,2025-01,AEDC MYTO JAN 2025,AEDC-MYTO-JAN-2025.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2025/02/AEDC-MYTO-JAN-2025.pdf,DOWNLOADED,NO,YES,2025-01,"DisCo=AEDC; NERC website publication date=February 13, 2025"
NERC,NERC MYTO Supplementary Order - BEDC,2025-01,2025-01,BEDC MYTO JAN 2025,BEDC-MYTO-JAN-2025.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2025/02/BEDC-MYTO-JAN-2025.pdf,DOWNLOADED,NO,YES,2025-01,"DisCo=BEDC; NERC website publication date=February 13, 2025"
NERC,NERC MYTO Supplementary Order - EEDC,2025-01,2025-01,EEDC MYTO JAN 2025,EEDC-MYTO-JAN-2025.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2025/02/EEDC-MYTO-JAN-2025.pdf,DOWNLOADED,NO,YES,2025-01,"DisCo=EEDC; NERC website publication date=February 13, 2025"
NERC,NERC MYTO Supplementary Order - EKEDP,2025-01,2025-01,EKEDP MYTO JAN 2025,EKEDP-MYTO-JAN-2025.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2025/02/EKEDP-MYTO-JAN-2025.pdf,DOWNLOADED,NO,YES,2025-01,"DisCo=EKEDP; NERC website publication date=February 13, 2025"
NERC,NERC MYTO Supplementary Order - IBEDC,2025-01,2025-01,IBEDC MYTO JAN 2025,IBEDC-MYTO-JAN-2025.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2025/02/IBEDC-MYTO-JAN-2025.pdf,DOWNLOADED,NO,YES,2025-01,"DisCo=IBEDC; NERC website publication date=February 13, 2025"
NERC,NERC MYTO Supplementary Order - IE,2025-01,2025-01,IE MYTO JAN 2025,IE-MYTO-JAN-2025.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2025/02/IE-MYTO-JAN-2025.pdf,DOWNLOADED,NO,YES,2025-01,"DisCo=IE; NERC website publication date=February 13, 2025"
NERC,NERC MYTO Supplementary Order - JED,2025-01,2025-01,JED MYTO JAN 2025,JED-MYTO-JAN-2025.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2025/02/JED-MYTO-JAN-2025.pdf,DOWNLOADED,NO,YES,2025-01,"DisCo=JED; NERC website publication date=February 13, 2025"
NERC,NERC MYTO Supplementary Order - KAEDC,2025-01,2025-01,KAEDC MYTO JAN 2025,KAEDC-MYTO-JAN-2025.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2025/02/KAEDC-MYTO-JAN-2025.pdf,DOWNLOADED,NO,YES,2025-01,"DisCo=KAEDC; NERC website publication date=February 13, 2025"
NERC,NERC MYTO Supplementary Order - KEDCO,2025-01,2025-01,KEDCO MYTO JAN 2025,KEDCO-MYTO-JAN-2025.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2025/02/KEDCO-MYTO-JAN-2025.pdf,DOWNLOADED,NO,YES,2025-01,"DisCo=KEDCO; NERC website publication date=February 13, 2025"
NERC,NERC MYTO Supplementary Order - PHED,2025-01,2025-01,PHED MYTO JAN 2025,PHED-MYTO-JAN-2025.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2025/02/PHED-MYTO-JAN-2025.pdf,DOWNLOADED,NO,YES,2025-01,"DisCo=PHED; NERC website publication date=February 13, 2025"
NERC,NERC MYTO Supplementary Order - YEDC,2025-01,2025-01,YEDC MYTO JAN 2025,YEDC-MYTO-JAN-2025.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2025/02/YEDC-MYTO-JAN-2025.pdf,DOWNLOADED,NO,YES,2025-01,"DisCo=YEDC; NERC website publication date=February 13, 2025"
NERC,NERC MYTO Supplementary Order - AEDC,2025-02,2025-02,AEDC MYTO FEBRUARY 2025,AEDC_February_2025_003.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2025/02/AEDC_February_2025_003.pdf,DOWNLOADED,NO,YES,2025-02,"DisCo=AEDC; NERC website publication date=February 19, 2025"
NERC,NERC MYTO Supplementary Order - APLE,2025-02,2025-02,APLE MYTO FEBRUARY 2025,APLE-MYTO_-FEB-2025_014.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2025/02/APLE-MYTO_-FEB-2025_014.pdf,DOWNLOADED,NO,YES,2025-02,"DisCo=APLE; NERC website publication date=February 19, 2025"
NERC,NERC MYTO Supplementary Order - BEDC,2025-02,2025-02,BEDC MYTO FEBRUARY 2025,BEDC_February_2025_004.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2025/02/BEDC_February_2025_004.pdf,DOWNLOADED,NO,YES,2025-02,"DisCo=BEDC; NERC website publication date=February 19, 2025"
NERC,NERC MYTO Supplementary Order - EEDC,2025-02,2025-02,EEDC MYTO FEBRUARY 2025,EEDC_February_2025_006.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2025/02/EEDC_February_2025_006.pdf,DOWNLOADED,NO,YES,2025-02,"DisCo=EEDC; NERC website publication date=February 19, 2025"
NERC,NERC MYTO Supplementary Order - EKEDP,2025-02,2025-02,EKEDP MYTO FEBRUARY 2025,EKEDP_February_2025_005.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2025/02/EKEDP_February_2025_005.pdf,DOWNLOADED,NO,YES,2025-02,"DisCo=EKEDP; NERC website publication date=February 19, 2025"
NERC,NERC MYTO Supplementary Order - IBEDC,2025-02,2025-02,IBEDC MYTO FEBRUARY 2025,IBEDC_February-2025_007.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2025/02/IBEDC_February-2025_007.pdf,DOWNLOADED,NO,YES,2025-02,"DisCo=IBEDC; NERC website publication date=February 19, 2025"
NERC,NERC MYTO Supplementary Order - IE,2025-02,2025-02,IE MYTO FEBRUARY 2025,IE_February-2025_008.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2025/02/IE_February-2025_008.pdf,DOWNLOADED,NO,YES,2025-02,"DisCo=IE; NERC website publication date=February 19, 2025"
NERC,NERC MYTO Supplementary Order - JED,2025-02,2025-02,JED MYTO FEBRUARY 2025,JED_February-2025_009.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2025/02/JED_February-2025_009.pdf,DOWNLOADED,NO,YES,2025-02,"DisCo=JED; NERC website publication date=February 19, 2025"
NERC,NERC MYTO Supplementary Order - KAEDC,2025-02,2025-02,KAEDC MYTO FEBRUARY 2025,KAEDC_February-2025_010.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2025/02/KAEDC_February-2025_010.pdf,DOWNLOADED,NO,YES,2025-02,"DisCo=KAEDC; NERC website publication date=February 19, 2025"
NERC,NERC MYTO Supplementary Order - KEDCO,2025-02,2025-02,KEDCO MYTO FEBRUARY 2025,KEDCO_February-2025_011.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2025/02/KEDCO_February-2025_011.pdf,DOWNLOADED,NO,YES,2025-02,"DisCo=KEDCO; NERC website publication date=February 19, 2025"
NERC,NERC MYTO Supplementary Order - PHED,2025-02,2025-02,PHED MYTO FEBRUARY 2025,PHED_February-2025_012.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2025/02/PHED_February-2025_012.pdf,DOWNLOADED,NO,YES,2025-02,"DisCo=PHED; NERC website publication date=February 19, 2025"
NERC,NERC MYTO Supplementary Order - YEDC,2025-02,2025-02,YEDC MYTO FEBRUARY 2025,YEDC_February-2025_013.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2025/02/YEDC_February-2025_013.pdf,DOWNLOADED,NO,YES,2025-02,"DisCo=YEDC; NERC website publication date=February 19, 2025"
NERC,NERC MYTO Supplementary Order - AEDC,2025-04,2025-04,AEDC MYTO APRIL 2025,AEDC-MYTO-APR-2025.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2025/04/AEDC-MYTO-APR-2025.pdf,DOWNLOADED,NO,YES,2025-04,"DisCo=AEDC; NERC website publication date=April 30, 2025"
NERC,NERC MYTO Supplementary Order - BEDC,2025-04,2025-04,BEDC MYTO APRIL 2025,BEDC-MYTO-APR-2025.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2025/04/BEDC-MYTO-APR-2025.pdf,DOWNLOADED,NO,YES,2025-04,"DisCo=BEDC; NERC website publication date=April 30, 2025"
NERC,NERC MYTO Supplementary Order - EEDC,2025-04,2025-04,EEDC MYTO APRIL 2025,EEDC-MYTO-APR-2025.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2025/04/EEDC-MYTO-APR-2025.pdf,DOWNLOADED,NO,YES,2025-04,"DisCo=EEDC; NERC website publication date=April 30, 2025"
NERC,NERC MYTO Supplementary Order - EKEDP,2025-04,2025-04,EKEDP MYTO APRIL 2025,EKEDC-MYTO-APRIL-2025.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2025/04/EKEDC-MYTO-APRIL-2025.pdf,DOWNLOADED,NO,YES,2025-04,"DisCo=EKEDP; NERC website publication date=April 30, 2025"
NERC,NERC MYTO Supplementary Order - IBEDC,2025-04,2025-04,IBEDC MYTO APRIL 2025,IBEDC-MYTO-APR-2025.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2025/04/IBEDC-MYTO-APR-2025.pdf,DOWNLOADED,NO,YES,2025-04,"DisCo=IBEDC; NERC website publication date=April 30, 2025"
NERC,NERC MYTO Supplementary Order - IE,2025-04,2025-04,IE MYTO APRIL 2025,IE-MYTO-APR-2025.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2025/04/IE-MYTO-APR-2025.pdf,DOWNLOADED,NO,YES,2025-04,"DisCo=IE; NERC website publication date=April 30, 2025"
NERC,NERC MYTO Supplementary Order - JED,2025-04,2025-04,JED MYTO APRIL 2025,JED-MYTO-APR-2025.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2025/04/JED-MYTO-APR-2025.pdf,DOWNLOADED,NO,YES,2025-04,"DisCo=JED; NERC website publication date=April 30, 2025"
NERC,NERC MYTO Supplementary Order - KAEDC,2025-04,2025-04,KAEDC MYTO APRIL 2025,KAEDC-MYTO-APR-2025.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2025/04/KAEDC-MYTO-APR-2025.pdf,DOWNLOADED,NO,YES,2025-04,"DisCo=KAEDC; NERC website publication date=April 30, 2025"
