release_month,observation_month,geography_type,geography_name,geography_raw_label,state,zone,is_aggregate,price_ngn_per_litre,unit,source_period_label,is_primary_release,source_anomaly,header_row_used,source_file,source_member,source_sheet,source_row,source_column_index,source_cell_reference
2025-06-01,2024-06-01,STATE,Lagos,Lagos,Lagos,South West,FALSE,626.9411764705883,NGN per litre,2024-06-01,FALSE,,1,PMS_Report_June_2025.xlsx,,Fuel June 2025,26,2,B26
2025-06-01,2024-06-01,STATE,Nasarawa,Nassarawa,Nasarawa,North Central,FALSE,773.0769230769231,NGN per litre,2024-06-01,FALSE,,1,PMS_Report_June_2025.xlsx,,Fuel June 2025,27,2,B27
2025-06-01,2024-06-01,STATE,Niger,Niger,Niger,North Central,FALSE,704.4666666666667,NGN per litre,2024-06-01,FALSE,,1,PMS_Report_June_2025.xlsx,,Fuel June 2025,28,2,B28
2025-06-01,2024-06-01,STATE,Ogun,Ogun,Ogun,South West,FALSE,670.625,NGN per litre,2024-06-01,FALSE,,1,PMS_Report_June_2025.xlsx,,Fuel June 2025,29,2,B29
2025-06-01,2024-06-01,STATE,Ondo,Ondo,Ondo,South West,FALSE,747.8571428571429,NGN per litre,2024-06-01,FALSE,,1,PMS_Report_June_2025.xlsx,,Fuel June 2025,30,2,B30
2025-06-01,2024-06-01,STATE,Osun,Osun,Osun,South West,FALSE,689.2307692307693,NGN per litre,2024-06-01,FALSE,,1,PMS_Report_June_2025.xlsx,,Fuel June 2025,31,2,B31
2025-06-01,2024-06-01,STATE,Oyo,Oyo,Oyo,South West,FALSE,696.6666666666666,NGN per litre,2024-06-01,FALSE,,1,PMS_Report_June_2025.xlsx,,Fuel June 2025,32,2,B32
2025-06-01,2024-06-01,STATE,Plateau,Plateau,Plateau,North Central,FALSE,719.7272727272727,NGN per litre,2024-06-01,FALSE,,1,PMS_Report_June_2025.xlsx,,Fuel June 2025,33,2,B33
2025-06-01,2024-06-01,STATE,Rivers,Rivers,Rivers,South South,FALSE,810,NGN per litre,2024-06-01,FALSE,,1,PMS_Report_June_2025.xlsx,,Fuel June 2025,34,2,B34
2025-06-01,2024-06-01,STATE,Sokoto,Sokoto,Sokoto,North West,FALSE,723.3333333333334,NGN per litre,2024-06-01,FALSE,,1,PMS_Report_June_2025.xlsx,,Fuel June 2025,35,2,B35
2025-06-01,2024-06-01,STATE,Taraba,Taraba,Taraba,North East,FALSE,751.8888888888889,NGN per litre,2024-06-01,FALSE,,1,PMS_Report_June_2025.xlsx,,Fuel June 2025,36,2,B36
2025-06-01,2024-06-01,STATE,Yobe,Yobe,Yobe,North East,FALSE,735,NGN per litre,2024-06-01,FALSE,,1,PMS_Report_June_2025.xlsx,,Fuel June 2025,37,2,B37
2025-06-01,2024-06-01,STATE,Zamfara,Zamfara,Zamfara,North West,FALSE,760.3846153846154,NGN per litre,2024-06-01,FALSE,,1,PMS_Report_June_2025.xlsx,,Fuel June 2025,38,2,B38
2025-06-01,2024-06-01,NATIONAL,Nigeria,AVERAGE,,,TRUE,750.1722751296668,NGN per litre,2024-06-01,FALSE,,1,PMS_Report_June_2025.xlsx,,Fuel June 2025,39,2,B39
2025-06-01,2025-05-01,STATE,Abia,Abia,Abia,South East,FALSE,1059.0165,NGN per litre,2025-05-01,FALSE,,1,PMS_Report_June_2025.xlsx,,Fuel June 2025,2,3,C2
2025-06-01,2025-05-01,STATE,Abuja,Abuja,Abuja,North Central,FALSE,1029.8,NGN per litre,2025-05-01,FALSE,,1,PMS_Report_June_2025.xlsx,,Fuel June 2025,3,3,C3
2025-06-01,2025-05-01,STATE,Adamawa,Adamawa,Adamawa,North East,FALSE,1053.4,NGN per litre,2025-05-01,FALSE,,1,PMS_Report_June_2025.xlsx,,Fuel June 2025,4,3,C4
2025-06-01,2025-05-01,STATE,Akwa Ibom,Akwa Ibom,Akwa Ibom,South South,FALSE,1033.4087499999998,NGN per litre,2025-05-01,FALSE,,1,PMS_Report_June_2025.xlsx,,Fuel June 2025,5,3,C5
2025-06-01,2025-05-01,STATE,Anambra,Anambra,Anambra,South East,FALSE,1084.130802533333,NGN per litre,2025-05-01,FALSE,,1,PMS_Report_June_2025.xlsx,,Fuel June 2025,6,3,C6
2025-06-01,2025-05-01,STATE,Bauchi,Bauchi,Bauchi,North East,FALSE,1053.731229,NGN per litre,2025-05-01,FALSE,,1,PMS_Report_June_2025.xlsx,,Fuel June 2025,7,3,C7
2025-06-01,2025-05-01,STATE,Bayelsa,Bayelsa,Bayelsa,South South,FALSE,1006,NGN per litre,2025-05-01,FALSE,,1,PMS_Report_June_2025.xlsx,,Fuel June 2025,8,3,C8
2025-06-01,2025-05-01,STATE,Benue,Benue,Benue,North Central,FALSE,1009.3076923076923,NGN per litre,2025-05-01,FALSE,,1,PMS_Report_June_2025.xlsx,,Fuel June 2025,9,3,C9
2025-06-01,2025-05-01,STATE,Borno,Borno,Borno,North East,FALSE,1034.9333333333334,NGN per litre,2025-05-01,FALSE,,1,PMS_Report_June_2025.xlsx,,Fuel June 2025,10,3,C10
2025-06-01,2025-05-01,STATE,Cross River,Cross River,Cross River,South South,FALSE,1000.55375,NGN per litre,2025-05-01,FALSE,,1,PMS_Report_June_2025.xlsx,,Fuel June 2025,11,3,C11
2025-06-01,2025-05-01,STATE,Delta,Delta,Delta,South South,FALSE,1067.3394,NGN per litre,2025-05-01,FALSE,,1,PMS_Report_June_2025.xlsx,,Fuel June 2025,12,3,C12
2025-06-01,2025-05-01,STATE,Ebonyi,Ebonyi,Ebonyi,South East,FALSE,1060.1787673714284,NGN per litre,2025-05-01,FALSE,,1,PMS_Report_June_2025.xlsx,,Fuel June 2025,13,3,C13
2025-06-01,2025-05-01,STATE,Edo,Edo,Edo,South South,FALSE,1020,NGN per litre,2025-05-01,FALSE,,1,PMS_Report_June_2025.xlsx,,Fuel June 2025,14,3,C14
2025-06-01,2025-05-01,STATE,Ekiti,Ekiti,Ekiti,South West,FALSE,1001.1949177999999,NGN per litre,2025-05-01,FALSE,,1,PMS_Report_June_2025.xlsx,,Fuel June 2025,15,3,C15
2025-06-01,2025-05-01,STATE,Enugu,Enugu,Enugu,South East,FALSE,1054.5901666666666,NGN per litre,2025-05-01,FALSE,,1,PMS_Report_June_2025.xlsx,,Fuel June 2025,16,3,C16
2025-06-01,2025-05-01,STATE,Gombe,Gombe,Gombe,North East,FALSE,990,NGN per litre,2025-05-01,FALSE,,1,PMS_Report_June_2025.xlsx,,Fuel June 2025,17,3,C17
2025-06-01,2025-05-01,STATE,Imo,Imo,Imo,South East,FALSE,987.8571428571429,NGN per litre,2025-05-01,FALSE,,1,PMS_Report_June_2025.xlsx,,Fuel June 2025,18,3,C18
2025-06-01,2025-05-01,STATE,Jigawa,Jigawa,Jigawa,North West,FALSE,1079.0163613,NGN per litre,2025-05-01,FALSE,,1,PMS_Report_June_2025.xlsx,,Fuel June 2025,19,3,C19
2025-06-01,2025-05-01,STATE,Kaduna,Kaduna,Kaduna,North West,FALSE,1020.8271128,NGN per litre,2025-05-01,FALSE,,1,PMS_Report_June_2025.xlsx,,Fuel June 2025,20,3,C20
2025-06-01,2025-05-01,STATE,Kano,Kano,Kano,North West,FALSE,988.16172,NGN per litre,2025-05-01,FALSE,,1,PMS_Report_June_2025.xlsx,,Fuel June 2025,21,3,C21
2025-06-01,2025-05-01,STATE,Katsina,Katsina,Katsina,North West,FALSE,992.22125,NGN per litre,2025-05-01,FALSE,,1,PMS_Report_June_2025.xlsx,,Fuel June 2025,22,3,C22
2025-06-01,2025-05-01,STATE,Kebbi,Kebbi,Kebbi,North West,FALSE,1021.790906425,NGN per litre,2025-05-01,FALSE,,1,PMS_Report_June_2025.xlsx,,Fuel June 2025,23,3,C23
2025-06-01,2025-05-01,STATE,Kogi,Kogi,Kogi,North Central,FALSE,986.6666666666666,NGN per litre,2025-05-01,FALSE,,1,PMS_Report_June_2025.xlsx,,Fuel June 2025,24,3,C24
2025-06-01,2025-05-01,STATE,Kwara,Kwara,Kwara,North Central,FALSE,1038.0637257350002,NGN per litre,2025-05-01,FALSE,,1,PMS_Report_June_2025.xlsx,,Fuel June 2025,25,3,C25
2025-06-01,2025-05-01,STATE,Lagos,Lagos,Lagos,South West,FALSE,1077.050976,NGN per litre,2025-05-01,FALSE,,1,PMS_Report_June_2025.xlsx,,Fuel June 2025,26,3,C26
2025-06-01,2025-05-01,STATE,Nasarawa,Nassarawa,Nasarawa,North Central,FALSE,992,NGN per litre,2025-05-01,FALSE,,1,PMS_Report_June_2025.xlsx,,Fuel June 2025,27,3,C27
2025-06-01,2025-05-01,STATE,Niger,Niger,Niger,North Central,FALSE,991.075,NGN per litre,2025-05-01,FALSE,,1,PMS_Report_June_2025.xlsx,,Fuel June 2025,28,3,C28
2025-06-01,2025-05-01,STATE,Ogun,Ogun,Ogun,South West,FALSE,1013.125,NGN per litre,2025-05-01,FALSE,,1,PMS_Report_June_2025.xlsx,,Fuel June 2025,29,3,C29
2025-06-01,2025-05-01,STATE,Ondo,Ondo,Ondo,South West,FALSE,1083.4709257333334,NGN per litre,2025-05-01,FALSE,,1,PMS_Report_June_2025.xlsx,,Fuel June 2025,30,3,C30
2025-06-01,2025-05-01,STATE,Osun,Osun,Osun,South West,FALSE,1060.5752577777776,NGN per litre,2025-05-01,FALSE,,1,PMS_Report_June_2025.xlsx,,Fuel June 2025,31,3,C31
2025-06-01,2025-05-01,STATE,Oyo,Oyo,Oyo,South West,FALSE,1038.005678627451,NGN per litre,2025-05-01,FALSE,,1,PMS_Report_June_2025.xlsx,,Fuel June 2025,32,3,C32
2025-06-01,2025-05-01,STATE,Plateau,Plateau,Plateau,North Central,FALSE,991.0518312794999,NGN per litre,2025-05-01,FALSE,,1,PMS_Report_June_2025.xlsx,,Fuel June 2025,33,3,C33
2025-06-01,2025-05-01,STATE,Rivers,Rivers,Rivers,South South,FALSE,981.6666666666666,NGN per litre,2025-05-01,FALSE,,1,PMS_Report_June_2025.xlsx,,Fuel June 2025,34,3,C34
2025-06-01,2025-05-01,STATE,Sokoto,Sokoto,Sokoto,North West,FALSE,1100,NGN per litre,2025-05-01,FALSE,,1,PMS_Report_June_2025.xlsx,,Fuel June 2025,35,3,C35
2025-06-01,2025-05-01,STATE,Taraba,Taraba,Taraba,North East,FALSE,983,NGN per litre,2025-05-01,FALSE,,1,PMS_Report_June_2025.xlsx,,Fuel June 2025,36,3,C36
2025-06-01,2025-05-01,STATE,Yobe,Yobe,Yobe,North East,FALSE,950.6,NGN per litre,2025-05-01,FALSE,,1,PMS_Report_June_2025.xlsx,,Fuel June 2025,37,3,C37
2025-06-01,2025-05-01,STATE,Zamfara,Zamfara,Zamfara,North West,FALSE,1093.2114462,NGN per litre,2025-05-01,FALSE,,1,PMS_Report_June_2025.xlsx,,Fuel June 2025,38,3,C38
2025-06-01,2025-05-01,NATIONAL,Nigeria,AVERAGE,,,TRUE,1027.7573777589457,NGN per litre,2025-05-01,FALSE,,1,PMS_Report_June_2025.xlsx,,Fuel June 2025,39,3,C39
2025-06-01,2025-06-01,STATE,Abia,Abia,Abia,South East,FALSE,1041.28375,NGN per litre,2025-06-01,TRUE,,1,PMS_Report_June_2025.xlsx,,Fuel June 2025,2,4,D2
2025-06-01,2025-06-01,STATE,Abuja,Abuja,Abuja,North Central,FALSE,1050.36,NGN per litre,2025-06-01,TRUE,,1,PMS_Report_June_2025.xlsx,,Fuel June 2025,3,4,D3
2025-06-01,2025-06-01,STATE,Adamawa,Adamawa,Adamawa,North East,FALSE,1083.4,NGN per litre,2025-06-01,TRUE,,1,PMS_Report_June_2025.xlsx,,Fuel June 2025,4,4,D4
2025-06-01,2025-06-01,STATE,Akwa Ibom,Akwa Ibom,Akwa Ibom,South South,FALSE,1033.4087499999998,NGN per litre,2025-06-01,TRUE,,1,PMS_Report_June_2025.xlsx,,Fuel June 2025,5,4,D5
2025-06-01,2025-06-01,STATE,Anambra,Anambra,Anambra,South East,FALSE,1088.1952092,NGN per litre,2025-06-01,TRUE,,1,PMS_Report_June_2025.xlsx,,Fuel June 2025,6,4,D6
2025-06-01,2025-06-01,STATE,Bauchi,Bauchi,Bauchi,North East,FALSE,1055.342034,NGN per litre,2025-06-01,TRUE,,1,PMS_Report_June_2025.xlsx,,Fuel June 2025,7,4,D7
2025-06-01,2025-06-01,STATE,Bayelsa,Bayelsa,Bayelsa,South South,FALSE,1006,NGN per litre,2025-06-01,TRUE,,1,PMS_Report_June_2025.xlsx,,Fuel June 2025,8,4,D8
2025-06-01,2025-06-01,STATE,Benue,Benue,Benue,North Central,FALSE,1016.07692307692,NGN per litre,2025-06-01,TRUE,,1,PMS_Report_June_2025.xlsx,,Fuel June 2025,9,4,D9
2025-06-01,2025-06-01,STATE,Borno,Borno,Borno,North East,FALSE,1034.9333333333334,NGN per litre,2025-06-01,TRUE,,1,PMS_Report_June_2025.xlsx,,Fuel June 2025,10,4,D10
2025-06-01,2025-06-01,STATE,Cross River,Cross River,Cross River,South South,FALSE,1025.55375,NGN per litre,2025-06-01,TRUE,,1,PMS_Report_June_2025.xlsx,,Fuel June 2025,11,4,D11
2025-06-01,2025-06-01,STATE,Delta,Delta,Delta,South South,FALSE,1067.3394,NGN per litre,2025-06-01,TRUE,,1,PMS_Report_June_2025.xlsx,,Fuel June 2025,12,4,D12
2025-06-01,2025-06-01,STATE,Ebonyi,Ebonyi,Ebonyi,South East,FALSE,1043.9625445142858,NGN per litre,2025-06-01,TRUE,,1,PMS_Report_June_2025.xlsx,,Fuel June 2025,13,4,D13
2025-06-01,2025-06-01,STATE,Edo,Edo,Edo,South South,FALSE,1020,NGN per litre,2025-06-01,TRUE,,1,PMS_Report_June_2025.xlsx,,Fuel June 2025,14,4,D14
2025-06-01,2025-06-01,STATE,Ekiti,Ekiti,Ekiti,South West,FALSE,1001.1949177999999,NGN per litre,2025-06-01,TRUE,,1,PMS_Report_June_2025.xlsx,,Fuel June 2025,15,4,D15
2025-06-01,2025-06-01,STATE,Enugu,Enugu,Enugu,South East,FALSE,1054.5901666666666,NGN per litre,2025-06-01,TRUE,,1,PMS_Report_June_2025.xlsx,,Fuel June 2025,16,4,D16
2025-06-01,2025-06-01,STATE,Gombe,Gombe,Gombe,North East,FALSE,990,NGN per litre,2025-06-01,TRUE,,1,PMS_Report_June_2025.xlsx,,Fuel June 2025,17,4,D17
2025-06-01,2025-06-01,STATE,Imo,Imo,Imo,South East,FALSE,987.8571428571429,NGN per litre,2025-06-01,TRUE,,1,PMS_Report_June_2025.xlsx,,Fuel June 2025,18,4,D18
2025-06-01,2025-06-01,STATE,Jigawa,Jigawa,Jigawa,North West,FALSE,1107.5163613,NGN per litre,2025-06-01,TRUE,,1,PMS_Report_June_2025.xlsx,,Fuel June 2025,19,4,D19
2025-06-01,2025-06-01,STATE,Kaduna,Kaduna,Kaduna,North West,FALSE,1064.7871128,NGN per litre,2025-06-01,TRUE,,1,PMS_Report_June_2025.xlsx,,Fuel June 2025,20,4,D20
2025-06-01,2025-06-01,STATE,Kano,Kano,Kano,North West,FALSE,1015.1232584615384,NGN per litre,2025-06-01,TRUE,,1,PMS_Report_June_2025.xlsx,,Fuel June 2025,21,4,D21
2025-06-01,2025-06-01,STATE,Katsina,Katsina,Katsina,North West,FALSE,1003.48375,NGN per litre,2025-06-01,TRUE,,1,PMS_Report_June_2025.xlsx,,Fuel June 2025,22,4,D22
2025-06-01,2025-06-01,STATE,Kebbi,Kebbi,Kebbi,North West,FALSE,1052.139656425,NGN per litre,2025-06-01,TRUE,,1,PMS_Report_June_2025.xlsx,,Fuel June 2025,23,4,D23
2025-06-01,2025-06-01,STATE,Kogi,Kogi,Kogi,North Central,FALSE,986.6666666666666,NGN per litre,2025-06-01,TRUE,,1,PMS_Report_June_2025.xlsx,,Fuel June 2025,24,4,D24
2025-06-01,2025-06-01,STATE,Kwara,Kwara,Kwara,North Central,FALSE,1031.216675835,NGN per litre,2025-06-01,TRUE,,1,PMS_Report_June_2025.xlsx,,Fuel June 2025,25,4,D25
2025-06-01,2025-06-01,STATE,Lagos,Lagos,Lagos,South West,FALSE,1100.289476,NGN per litre,2025-06-01,TRUE,,1,PMS_Report_June_2025.xlsx,,Fuel June 2025,26,4,D26
2025-06-01,2025-06-01,STATE,Nasarawa,Nassarawa,Nasarawa,North Central,FALSE,992,NGN per litre,2025-06-01,TRUE,,1,PMS_Report_June_2025.xlsx,,Fuel June 2025,27,4,D27
2025-06-01,2025-06-01,STATE,Niger,Niger,Niger,North Central,FALSE,1067.4075,NGN per litre,2025-06-01,TRUE,,1,PMS_Report_June_2025.xlsx,,Fuel June 2025,28,4,D28
2025-06-01,2025-06-01,STATE,Ogun,Ogun,Ogun,South West,FALSE,1012.5,NGN per litre,2025-06-01,TRUE,,1,PMS_Report_June_2025.xlsx,,Fuel June 2025,29,4,D29
2025-06-01,2025-06-01,STATE,Ondo,Ondo,Ondo,South West,FALSE,1104.8042590666666,NGN per litre,2025-06-01,TRUE,,1,PMS_Report_June_2025.xlsx,,Fuel June 2025,30,4,D30
2025-06-01,2025-06-01,STATE,Osun,Osun,Osun,South West,FALSE,1060.5752577777776,NGN per litre,2025-06-01,TRUE,,1,PMS_Report_June_2025.xlsx,,Fuel June 2025,31,4,D31
2025-06-01,2025-06-01,STATE,Oyo,Oyo,Oyo,South West,FALSE,1038.005678627451,NGN per litre,2025-06-01,TRUE,,1,PMS_Report_June_2025.xlsx,,Fuel June 2025,32,4,D32
2025-06-01,2025-06-01,STATE,Plateau,Plateau,Plateau,North Central,FALSE,1009.0518312795,NGN per litre,2025-06-01,TRUE,,1,PMS_Report_June_2025.xlsx,,Fuel June 2025,33,4,D33
2025-06-01,2025-06-01,STATE,Rivers,Rivers,Rivers,South South,FALSE,994.3222222222222,NGN per litre,2025-06-01,TRUE,,1,PMS_Report_June_2025.xlsx,,Fuel June 2025,34,4,D34
2025-06-01,2025-06-01,STATE,Sokoto,Sokoto,Sokoto,North West,FALSE,1100,NGN per litre,2025-06-01,TRUE,,1,PMS_Report_June_2025.xlsx,,Fuel June 2025,35,4,D35
2025-06-01,2025-06-01,STATE,Taraba,Taraba,Taraba,North East,FALSE,1006.6,NGN per litre,2025-06-01,TRUE,,1,PMS_Report_June_2025.xlsx,,Fuel June 2025,36,4,D36
2025-06-01,2025-06-01,STATE,Yobe,Yobe,Yobe,North East,FALSE,950.6,NGN per litre,2025-06-01,TRUE,,1,PMS_Report_June_2025.xlsx,,Fuel June 2025,37,4,D37
2025-06-01,2025-06-01,STATE,Zamfara,Zamfara,Zamfara,North West,FALSE,1096.81125,NGN per litre,2025-06-01,TRUE,,1,PMS_Report_June_2025.xlsx,,Fuel June 2025,38,4,D38
2025-06-01,2025-06-01,ZONE,North Central,North Central,,North Central,TRUE,1021.8256566940124,NGN per litre,Average Price,TRUE,,1,PMS_Report_June_2025.xlsx,,Fuel June 2025,3,7,G3
2025-06-01,2025-06-01,ZONE,North East,North East,,North East,TRUE,1020.1458945555556,NGN per litre,Average Price,TRUE,,1,PMS_Report_June_2025.xlsx,,Fuel June 2025,4,7,G4
2025-06-01,2025-06-01,ZONE,North West,North West,,North West,TRUE,1062.8373412837911,NGN per litre,Average Price,TRUE,,1,PMS_Report_June_2025.xlsx,,Fuel June 2025,7,7,G7
2025-06-01,2025-06-01,ZONE,South East,South East,,South East,TRUE,1043.1777626476191,NGN per litre,Average Price,TRUE,,1,PMS_Report_June_2025.xlsx,,Fuel June 2025,2,7,G2
2025-06-01,2025-06-01,ZONE,South South,South South,,South South,TRUE,1024.4373537037036,NGN per litre,Average Price,TRUE,,1,PMS_Report_June_2025.xlsx,,Fuel June 2025,5,7,G5
2025-06-01,2025-06-01,ZONE,South West,South West,,South West,TRUE,1052.8949315453158,NGN per litre,Average Price,TRUE,,1,PMS_Report_June_2025.xlsx,,Fuel June 2025,6,7,G6
2025-06-01,2025-06-01,NATIONAL,Nigeria,AVERAGE,,,TRUE,1037.6594291327074,NGN per litre,2025-06-01,TRUE,,1,PMS_Report_June_2025.xlsx,,Fuel June 2025,39,4,D39
2025-07-01,2024-07-01,STATE,Abia,Abia,Abia,South East,FALSE,797.4205860811121,NGN per litre,2024-07-01,FALSE,,1,PMS_Report_JULY_2025.zip,Fuel_Report_July_2025.xlsx,Fuel JULY 2025,2,2,B2
2025-07-01,2024-07-01,STATE,Abuja,Abuja,Abuja,North Central,FALSE,677,NGN per litre,2024-07-01,FALSE,,1,PMS_Report_JULY_2025.zip,Fuel_Report_July_2025.xlsx,Fuel JULY 2025,3,2,B3
2025-07-01,2024-07-01,STATE,Adamawa,Adamawa,Adamawa,North East,FALSE,809.7333374023438,NGN per litre,2024-07-01,FALSE,,1,PMS_Report_JULY_2025.zip,Fuel_Report_July_2025.xlsx,Fuel JULY 2025,4,2,B4
2025-07-01,2024-07-01,STATE,Akwa Ibom,Akwa Ibom,Akwa Ibom,South South,FALSE,673.75,NGN per litre,2024-07-01,FALSE,,1,PMS_Report_JULY_2025.zip,Fuel_Report_July_2025.xlsx,Fuel JULY 2025,5,2,B5
2025-07-01,2024-07-01,STATE,Anambra,Anambra,Anambra,South East,FALSE,781.9945417131696,NGN per litre,2024-07-01,FALSE,,1,PMS_Report_JULY_2025.zip,Fuel_Report_July_2025.xlsx,Fuel JULY 2025,6,2,B6
2025-07-01,2024-07-01,STATE,Bauchi,Bauchi,Bauchi,North East,FALSE,816.25,NGN per litre,2024-07-01,FALSE,,1,PMS_Report_JULY_2025.zip,Fuel_Report_July_2025.xlsx,Fuel JULY 2025,7,2,B7
2025-07-01,2024-07-01,STATE,Bayelsa,Bayelsa,Bayelsa,South South,FALSE,684,NGN per litre,2024-07-01,FALSE,,1,PMS_Report_JULY_2025.zip,Fuel_Report_July_2025.xlsx,Fuel JULY 2025,8,2,B8
2025-07-01,2024-07-01,STATE,Benue,Benue,Benue,North Central,FALSE,846.9458211263021,NGN per litre,2024-07-01,FALSE,,1,PMS_Report_JULY_2025.zip,Fuel_Report_July_2025.xlsx,Fuel JULY 2025,9,2,B9
2025-07-01,2024-07-01,STATE,Borno,Borno,Borno,North East,FALSE,829.4642857142857,NGN per litre,2024-07-01,FALSE,,1,PMS_Report_JULY_2025.zip,Fuel_Report_July_2025.xlsx,Fuel JULY 2025,10,2,B10
2025-07-01,2024-07-01,STATE,Cross River,Cross River,Cross River,South South,FALSE,677.7777777777778,NGN per litre,2024-07-01,FALSE,,1,PMS_Report_JULY_2025.zip,Fuel_Report_July_2025.xlsx,Fuel JULY 2025,11,2,B11
2025-07-01,2024-07-01,STATE,Delta,Delta,Delta,South South,FALSE,680,NGN per litre,2024-07-01,FALSE,,1,PMS_Report_JULY_2025.zip,Fuel_Report_July_2025.xlsx,Fuel JULY 2025,12,2,B12
2025-07-01,2024-07-01,STATE,Ebonyi,Ebonyi,Ebonyi,South East,FALSE,780.7714320591518,NGN per litre,2024-07-01,FALSE,,1,PMS_Report_JULY_2025.zip,Fuel_Report_July_2025.xlsx,Fuel JULY 2025,13,2,B13
2025-07-01,2024-07-01,STATE,Edo,Edo,Edo,South South,FALSE,669.75,NGN per litre,2024-07-01,FALSE,,1,PMS_Report_JULY_2025.zip,Fuel_Report_July_2025.xlsx,Fuel JULY 2025,14,2,B14
2025-07-01,2024-07-01,STATE,Ekiti,Ekiti,Ekiti,South West,FALSE,774.375,NGN per litre,2024-07-01,FALSE,,1,PMS_Report_JULY_2025.zip,Fuel_Report_July_2025.xlsx,Fuel JULY 2025,15,2,B15
2025-07-01,2024-07-01,STATE,Enugu,Enugu,Enugu,South East,FALSE,780.2809059836648,NGN per litre,2024-07-01,FALSE,,1,PMS_Report_JULY_2025.zip,Fuel_Report_July_2025.xlsx,Fuel JULY 2025,16,2,B16
2025-07-01,2024-07-01,STATE,Gombe,Gombe,Gombe,North East,FALSE,809.15,NGN per litre,2024-07-01,FALSE,,1,PMS_Report_JULY_2025.zip,Fuel_Report_July_2025.xlsx,Fuel JULY 2025,17,2,B17
2025-07-01,2024-07-01,STATE,Imo,Imo,Imo,South East,FALSE,793.4076913686899,NGN per litre,2024-07-01,FALSE,,1,PMS_Report_JULY_2025.zip,Fuel_Report_July_2025.xlsx,Fuel JULY 2025,18,2,B18
2025-07-01,2024-07-01,STATE,Jigawa,Jigawa,Jigawa,North West,FALSE,903.07692307692,NGN per litre,2024-07-01,FALSE,,1,PMS_Report_JULY_2025.zip,Fuel_Report_July_2025.xlsx,Fuel JULY 2025,19,2,B19
2025-07-01,2024-07-01,STATE,Kaduna,Kaduna,Kaduna,North West,FALSE,763,NGN per litre,2024-07-01,FALSE,,1,PMS_Report_JULY_2025.zip,Fuel_Report_July_2025.xlsx,Fuel JULY 2025,20,2,B20
2025-07-01,2024-07-01,STATE,Kano,Kano,Kano,North West,FALSE,755.3571428571429,NGN per litre,2024-07-01,FALSE,,1,PMS_Report_JULY_2025.zip,Fuel_Report_July_2025.xlsx,Fuel JULY 2025,21,2,B21
2025-07-01,2024-07-01,STATE,Katsina,Katsina,Katsina,North West,FALSE,950,NGN per litre,2024-07-01,FALSE,,1,PMS_Report_JULY_2025.zip,Fuel_Report_July_2025.xlsx,Fuel JULY 2025,22,2,B22
2025-07-01,2024-07-01,STATE,Kebbi,Kebbi,Kebbi,North West,FALSE,822.1428571428571,NGN per litre,2024-07-01,FALSE,,1,PMS_Report_JULY_2025.zip,Fuel_Report_July_2025.xlsx,Fuel JULY 2025,23,2,B23
2025-07-01,2024-07-01,STATE,Kogi,Kogi,Kogi,North Central,FALSE,751.4294146369485,NGN per litre,2024-07-01,FALSE,,1,PMS_Report_JULY_2025.zip,Fuel_Report_July_2025.xlsx,Fuel JULY 2025,24,2,B24
2025-07-01,2024-07-01,STATE,Kwara,Kwara,Kwara,North Central,FALSE,650,NGN per litre,2024-07-01,FALSE,,1,PMS_Report_JULY_2025.zip,Fuel_Report_July_2025.xlsx,Fuel JULY 2025,25,2,B25
2025-07-01,2024-07-01,STATE,Lagos,Lagos,Lagos,South West,FALSE,693.8235294117648,NGN per litre,2024-07-01,FALSE,,1,PMS_Report_JULY_2025.zip,Fuel_Report_July_2025.xlsx,Fuel JULY 2025,26,2,B26
2025-07-01,2024-07-01,STATE,Nasarawa,Nassarawa,Nasarawa,North Central,FALSE,781.9621451241629,NGN per litre,2024-07-01,FALSE,,1,PMS_Report_JULY_2025.zip,Fuel_Report_July_2025.xlsx,Fuel JULY 2025,27,2,B27
2025-07-01,2024-07-01,STATE,Niger,Niger,Niger,North Central,FALSE,745.5199991861979,NGN per litre,2024-07-01,FALSE,,1,PMS_Report_JULY_2025.zip,Fuel_Report_July_2025.xlsx,Fuel JULY 2025,28,2,B28
2025-07-01,2024-07-01,STATE,Ogun,Ogun,Ogun,South West,FALSE,742.2222222222222,NGN per litre,2024-07-01,FALSE,,1,PMS_Report_JULY_2025.zip,Fuel_Report_July_2025.xlsx,Fuel JULY 2025,29,2,B29
2025-07-01,2024-07-01,STATE,Ondo,Ondo,Ondo,South West,FALSE,776.9230769230769,NGN per litre,2024-07-01,FALSE,,1,PMS_Report_JULY_2025.zip,Fuel_Report_July_2025.xlsx,Fuel JULY 2025,30,2,B30
2025-07-01,2024-07-01,STATE,Osun,Osun,Osun,South West,FALSE,842.1428571428571,NGN per litre,2024-07-01,FALSE,,1,PMS_Report_JULY_2025.zip,Fuel_Report_July_2025.xlsx,Fuel JULY 2025,31,2,B31
2025-07-01,2024-07-01,STATE,Oyo,Oyo,Oyo,South West,FALSE,808.8461538461538,NGN per litre,2024-07-01,FALSE,,1,PMS_Report_JULY_2025.zip,Fuel_Report_July_2025.xlsx,Fuel JULY 2025,32,2,B32
